Profundidad,Densidad Aparente,Gamma Ray,Porosidad Neutrón,Resistividad Profunda,Resistividad Media
4107.9908,2.5686,21.7894,10.4715,3.2075,3.3607
4108.1432,2.5749,20.3547,11.0748,3.2699,3.4482
4108.2956,2.5849,22.3947,11.2271,3.3515,3.4623
4108.448,2.5799,19.5044,9.9657,3.3705,3.4592
4108.6004,2.5697,17.8729,10.7672,3.3715,3.46
4108.7528,2.5697,23.2905,9.9692,3.3553,3.4573
4108.9052,2.5806,23.319,11.1789,3.3247,3.4504
4109.0576,2.589,24.0324,10.3197,3.3118,3.4147
4109.21,2.5899,24.8525,10.0799,3.2919,3.3169
4109.3624,2.5839,18.3173,11.3552,3.2877,3.2419
4109.5148,2.5851,20.1268,10.95,3.2817,3.2714
4109.6672,2.585,22.8496,10.584,3.2749,3.2655
4109.8196,2.5834,23.1165,11.7208,3.2796,3.3036
4109.972,2.5821,19.8535,11.0979,3.9782,3.3153
4110.1244,2.5841,17.0025,12.6305,4.4975,3.3171
4110.2768,2.5895,10.7495,10.5184,4.4864,3.3202
4110.4292,2.5943,13.9088,11.7532,4.4826,3.3207
4110.5816,2.5929,11.6453,12.971,4.4811,3.3213
4110.734,2.5886,15.8412,11.6497,4.4792,3.3439
4110.8864,2.5863,10.7495,10.5875,4.488,3.8384
4111.0388,2.5867,11.336,11.235,4.4854,4.5424
4111.1912,2.5955,14.0938,11.7824,4.4825,4.3815
4111.3436,2.5845,13.2195,10.4934,4.4881,4.3837
4111.496,2.5609,13.2741,8.7708,4.4917,4.3814
4111.6484,2.5575,11.7485,8.3141,4.4892,4.3806
4111.8008,2.5937,13.6214,7.9486,4.4697,4.3806
4111.9532,2.6115,13.2251,7.11,4.3961,4.3776
4112.1056,2.5914,11.4878,8.0731,4.3874,4.3801
4112.258,2.5824,11.9331,6.8212,4.3801,4.3806
4112.4104,2.596,13.8113,7.0349,4.3853,4.3806
4112.5628,2.6052,14.1376,7.6653,4.3843,4.3818
4112.7152,2.6046,8.3731,7.7939,4.3859,4.381
4112.8676,2.5965,13.7973,7.5246,4.3872,4.3813
4113.02,2.5967,10.0068,6.8365,4.3914,4.3832
4113.1724,2.6028,13.3109,7.7349,4.3914,4.3776
4113.3248,2.6025,16.0254,6.9136,4.3874,4.3776
4113.4772,2.5987,16.1242,7.6452,4.4164,4.3776
4113.6296,2.5949,16.1242,9.0742,4.4426,4.3746
4113.782,2.5918,16.1242,9.2871,4.3624,4.3761
4113.9344,2.5904,17.9014,8.3319,4.3589,4.3837
4114.0868,2.5879,16.161,8.4243,4.3636,4.3776
4114.2392,2.5884,13.6604,8.373,4.3089,4.3776
4114.3916,2.5946,18.2272,8.65,4.298,4.3759
4114.544,2.5985,16.9019,8.1688,4.2995,4.3745
4114.6964,2.605,15.2284,9.1084,4.2979,4.3727
4114.8488,2.608,13.6092,8.901,4.3037,4.3773
4115.0012,2.5984,15.2284,10.0677,4.3159,4.3726
4115.1536,2.5793,15.0124,13.2129,4.2963,4.3298
4115.306,2.5641,17.9832,10.1364,4.2551,4.1209
4115.4584,2.5765,18.0562,11.479,4.0521,4.0605
4115.6108,2.5931,15.8023,10.4245,3.6702,4.0543
4115.7632,2.5942,13.6044,12.3062,4.7585,4.0441
4115.9156,2.5853,13.7037,11.6737,4.7644,4.014
4116.068,2.5785,14.138,11.5395,4.7674,3.9748
4116.2204,2.5778,13.4368,10.4304,4.7701,3.9709
4116.3728,2.5729,16.1155,11.8383,4.7737,3.8559
4116.5252,2.5576,15.3955,10.9159,4.7737,3.4201
4116.6776,2.5305,14.3326,11.4173,4.7783,5.0409
4116.83,2.514,14.3326,12.0921,4.7772,4.8877
4116.9824,2.5069,13.5046,11.1394,4.7814,4.8821
4117.1348,2.5242,13.1202,12.6127,4.7654,4.8847
4117.2872,2.55,12.5275,12.4554,4.7773,4.8898
4117.4396,2.5773,8.4558,11.3362,4.7952,4.8891
4117.592,2.5896,12.3049,9.8926,4.845,4.8924
4117.7444,2.6005,11.0631,10.0776,4.7726,4.8924
4117.8968,2.6091,10.0286,9.774,4.7679,4.8924
4118.0492,2.6043,8.3718,9.0907,4.761,4.8959
4118.2016,2.5992,8.9579,8.5945,4.7623,4.8924
4118.354,2.5965,8.9579,7.7666,4.7709,4.8924
4118.5064,2.5982,8.5467,8.231,4.7689,4.8962
4118.6588,2.5915,5.4443,7.7883,4.7727,4.8962
4118.8112,2.5914,11.626,8.1923,4.7735,4.8961
4118.9636,2.5982,10.7534,10.1368,4.7824,4.9039
4119.116,2.5995,10.2491,7.4645,4.9622,4.9
4119.2684,2.5972,8.989,7.7705,4.9628,4.9
4119.4208,2.6003,11.8237,7.699,4.8249,4.9
4119.5732,2.604,16.5896,8.8403,4.8041,4.9039
4119.7256,2.603,21.212,8.3523,4.7083,4.9061
4119.878,2.5924,18.0011,8.692,4.656,4.9043
4120.0304,2.5909,18.2648,9.0679,4.7249,4.9125
4120.1828,2.5937,18.5868,9.371,4.7318,4.8529
4120.3352,2.5917,19.8893,8.8189,4.7363,4.853
4120.4876,2.5967,21.0804,8.5471,4.7403,4.9902
4120.64,2.6066,22.4175,8.3438,4.7665,5.0457
4120.7924,2.6163,18.8116,9.629,4.8105,5.0821
4120.9448,2.616,20.0678,9.4688,4.8371,5.1537
4121.0972,2.6036,18.1096,9.6,4.8634,5.2021
4121.2496,2.5954,20.122,7.9701,4.9802,5.2151
4121.402,2.5998,14.7744,9.8432,5.12,5.2183
4121.5544,2.6071,17.4889,10.2949,5.188,5.2343
4121.7068,2.6065,18.6598,10.3033,5.1812,5.2884
4121.8592,2.5974,21.3126,9.8046,5.1523,5.3464
4122.0116,2.5981,23.0858,9.4438,5.114,5.3479
4122.164,2.6018,19.13,9.439,5.2187,5.2438
4122.3164,2.6013,18.8225,9.7918,5.2589,5.3003
4122.4688,2.6014,19.0766,10.876,5.2444,5.2717
4122.6212,2.5976,25.2291,9.517,5.1909,5.2258
4122.7736,2.6,24.7659,10.153,5.1349,5.2316
4122.926,2.5986,25.0821,9.9621,5.1837,5.2467
4123.0784,2.5973,20.9946,9.8075,5.1564,5.2739
4123.2308,2.5942,26.4905,10.3663,5.1589,5.313
4123.3832,2.5924,26.8225,10.0268,5.3016,5.3655
4123.5356,2.5935,28.6653,9.1815,5.3757,5.4061
4123.688,2.5916,26.0501,8.897,5.3811,5.6148
4123.8404,2.5919,22.8321,7.9425,5.4756,5.5694
4123.9928,2.6003,25.0668,8.2939,5.3785,5.5285
4124.1452,2.6027,20.6032,7.6652,6.0266,5.526
4124.2976,2.5993,18.0969,9.0559,6.0199,5.5109
4124.45,2.5926,20.8324,9.4542,6.0193,5.4004
4124.6024,2.5924,21.3844,9.5899,6.016,5.3857
4124.7548,2.6006,20.7449,8.9128,6.0276,5.3221
4124.9072,2.5973,29.2234,8.881,6.0301,5.4207
4125.0596,2.5906,29.799,9.5736,6.0365,6.0524
4125.212,2.5925,28.9999,9.6207,6.0194,6.1155
4125.3644,2.5977,29.6337,8.2423,6.0076,6.1219
4125.5168,2.597,21.7763,9.5338,5.9937,6.1198
4125.6692,2.5974,23.8906,9.479,5.9781,6.1198
4125.8216,2.6037,21.0016,8.7668,5.967,6.1188
4125.974,2.6103,18.8116,8.4856,5.9775,6.1141
4126.1264,2.6164,17.02,8.0311,5.9348,6.1244
4126.2788,2.6119,18.983,8.1797,5.9824,6.1198
4126.4312,2.5976,16.36,8.5633,6.0266,6.1155
4126.5836,2.591,17.0585,7.9899,6.0096,6.1154
4126.736,2.5997,18.8116,7.5911,5.9718,6.1198
4126.8884,2.6106,20.2288,7.0265,5.9053,6.1244
4127.0408,2.6187,18.8846,7.7094,5.8992,6.1198
4127.1932,2.6118,15.5495,7.4603,5.9761,6.1341
4127.3456,2.6023,16.7191,8.2936,6.1549,6.1882
4127.498,2.5975,14.5995,7.7601,6.1617,6.2062
4127.6504,2.5977,14.1813,8.7277,6.4075,6.2723
4127.8028,2.5927,20.178,8.6006,6.4383,6.3165
4127.9552,2.5919,16.4794,7.7519,6.436,6.2987
4128.1076,2.5993,19.4699,8.5894,6.4363,6.2876
4128.26,2.6038,21.6188,8.2111,6.428,6.4014
4128.4124,2.6082,25.8738,7.2292,6.433,6.6491
4128.5648,2.6136,23.1366,8.1845,6.804,7.0327
4128.7172,2.615,25.0821,8.5115,7.0881,7.1789
4128.8696,2.6199,19.7984,8.4641,7.1565,7.1802
4129.022,2.6213,17.0266,7.6626,7.1431,7.1802
4129.1744,2.6123,18.7801,8.0188,7.1304,7.1843
4129.3268,2.6074,16.0949,8.6067,7.1259,7.1935
4129.4792,2.615,13.7561,7.1612,7.1025,7.6785
4129.6316,2.6245,15.5106,7.2462,7.098,7.6463
4129.784,2.6281,17.118,7.664,7.1214,7.4966
4129.9364,2.6351,16.3748,7.1108,7.1711,7.5088
4130.0888,2.6495,17.1766,7.2212,7.4432,7.5009
4130.2412,2.6468,13.9902,7.6195,7.6433,7.5009
4130.3936,2.6251,17.9158,6.7791,7.4913,7.5009
4130.546,2.6082,16.3998,6.0139,7.4122,7.4989
4130.6984,2.6056,16.7173,5.8303,7.4014,7.4995
4130.8508,2.613,13.0358,5.7879,7.4482,7.4911
4131.0032,2.6134,15.2284,6.4425,7.6619,7.463
4131.1556,2.6195,15.5482,6.8264,7.8749,7.3256
4131.308,2.618,18.6646,6.4318,7.9673,7.1788
4131.4604,2.6132,20.8416,6.8868,8.0735,7.0728
4131.6128,2.6179,20.1728,6.8125,8.1374,6.8196
4131.7652,2.6234,21.9915,9.3261,7.7554,6.335
4131.9176,2.6237,24.706,10.9891,7.2284,5.0327
4132.07,2.6117,27.5735,13.3656,5.5181,4.5045
4132.2224,2.5766,39.0355,12.999,4.9802,4.3581
4132.3748,2.5576,48.3814,13.7056,6.4005,4.3107
4132.5272,2.5807,64.9015,16.1573,7.4851,4.5293
4132.6796,2.5943,69.1158,13.5077,7.8126,4.8348
4132.832,2.591,47.3999,9.1806,7.9454,5.0644
4132.9844,2.5889,41.4338,10.1877,7.9054,5.6803
4133.1368,2.5943,30.8571,9.0318,7.8812,6.8662
4133.2892,2.5911,25.0821,6.9692,7.8747,7.2461
4133.4416,2.5875,25.0821,8.8303,7.8745,7.9304
4133.594,2.5838,28.9802,7.6745,7.8615,8.9645
4133.7464,2.5965,25.9521,7.9565,7.8491,9.8398
4133.8988,2.6054,24.2843,8.7636,7.8943,9.8717
4134.0512,2.5979,23.2866,8.5789,8.0513,9.8644
4134.2036,2.5952,19.6776,8.38,8.1822,9.8571
4134.356,2.5946,18.8684,8.8428,8.0534,9.8719
4134.5084,2.5981,20.6032,9.3487,8.0978,9.8761
4134.6608,2.5982,17.9714,8.4471,8.236,9.8653
4134.8132,2.5887,17.7776,6.6979,8.2649,9.8795
4134.9656,2.5955,16.8547,5.7635,8.7892,9.8658
4135.118,2.606,13.5961,6.73,8.8551,9.8795
4135.2704,2.6049,15.5753,6.5153,8.8649,9.8786
4135.4228,2.6075,13.359,6.0344,8.8963,9.9694
4135.5752,2.6103,13.785,5.9365,8.9121,10.4285
4135.7276,2.6205,12.5446,6.1533,9.4886,10.4009
4135.88,2.6254,13.3485,5.4147,9.6473,10.243
4136.0324,2.6223,13.3362,4.7871,9.4056,9.7854
4136.1848,2.6171,11.4541,4.637,9.4554,9.7644
4136.3372,2.6039,10.7495,4.9266,9.46,9.7421
4136.4896,2.6032,9.1762,4.6184,9.4516,9.7252
4136.642,2.6077,11.8928,5.6242,9.4405,9.7197
4136.7944,2.6122,11.1545,6.5775,9.3748,9.3556
4136.9468,2.6173,14.0921,5.2373,9.3061,9.6038
4137.0992,2.6218,14.6843,6.5033,9.2677,10.0232
4137.2516,2.6335,13.4368,7.2962,9.236,10.0145
4137.404,2.6403,13.7343,6.9207,9.2554,10.0172
4137.5564,2.6328,13.3017,7.6213,9.2971,10.0044
4137.7088,2.6273,19.1379,7.6702,9.2589,9.9976
4137.8612,2.6189,20.4951,7.0557,9.2032,9.9495
4138.0136,2.6159,21.5235,6.8937,9.2305,9.9402
4138.166,2.6228,22.0711,8.5645,9.2547,9.9264
4138.3184,2.6334,25.4627,6.9435,9.1979,9.8731
4138.4708,2.6268,13.3481,7.0554,9.0789,9.8362
4138.6232,2.6062,12.5411,5.5981,8.9714,9.7985
4138.7756,2.6023,15.1484,4.8497,9.3808,9.7608
4138.928,2.6291,14.7674,5.1562,9.7939,9.7095
4139.0804,2.6415,12.5406,5.6297,9.9198,9.6436
4139.2328,2.6527,12.5691,4.7687,10.2755,9.522
4139.3852,2.6664,11.6177,5.5871,10.1831,9.3878
4139.5376,2.6675,12.2165,5.7471,9.5439,9.1499
4139.69,2.6623,20.4938,6.5951,9.4183,8.7445
4139.8424,2.6457,23.4567,6.89,9.5014,8.4426
4139.9948,2.6389,24.1863,9.2387,9.2499,8.7244
4140.1472,2.6428,20.9268,7.0259,7.8915,8.4109
4140.2996,2.6453,17.02,5.9095,7.589,7.775
4140.452,2.6389,20.4422,6.1623,8.0505,7.833
4140.6044,2.6381,19.7074,6.8423,9.062,7.9761
4140.7568,2.6483,18.5124,6.0858,10.1542,8.2083
4140.9092,2.6637,15.9611,5.7285,10.6815,8.9575
4141.0616,2.6588,15.2284,5.8696,11.417,10.1104
4141.214,2.6377,17.7255,7.9132,10.7221,9.9316
4141.3664,2.6042,23.5372,8.6424,8.5188,8.3292
4141.5188,2.5884,37.1622,11.5517,6.9126,6.2671
4141.6712,2.5889,37.1613,11.2767,6.3474,5.1055
4141.8236,2.6013,43.1615,9.908,6.352,4.8478
4141.976,2.6207,34.8566,6.5333,6.2751,4.9355
4142.1284,2.6255,24.433,4.7414,9.3818,5.6671
4142.2808,2.6234,15.881,4.7215,8.411,7.3137
4142.4332,2.6143,14.3309,5.3131,8.4469,8.5538
4142.5856,2.6113,21.7146,6.2726,8.491,10.0197
4142.738,2.6058,25.6525,6.6492,8.4296,10.1368
4142.8904,2.6148,29.0165,7.9305,8.3856,8.481
4143.0428,2.6233,31.5722,7.4196,8.3274,8.0226
4143.1952,2.6195,25.3275,7.0709,8.3019,7.4358
4143.3476,2.6158,20.4964,6.3234,8.4345,6.3803
4143.5,2.6213,17.9158,6.4504,8.5298,6.3985
4143.6524,2.6276,17.7513,6.0825,8.5483,6.4408
4143.8048,2.6246,16.2344,6.5393,8.4424,6.4626
4143.9572,2.6178,20.6312,7.3536,8.4405,6.4622
4144.1096,2.6152,22.3934,7.5076,8.2005,6.4754
4144.262,2.6102,20.6557,9.1261,8.2911,6.4821
4144.4144,2.6005,19.8941,9.0975,8.2318,6.4828
4144.5668,2.5934,22.0728,9.0742,7.0206,6.5145
4144.7192,2.5839,25.2973,10.4898,6.4982,6.5285
4144.8716,2.5804,27.1195,9.0459,6.6151,6.5485
4145.024,2.5921,32.2484,8.7697,6.9098,6.6305
4145.1764,2.6151,26.2823,6.2867,7.0709,6.6512
4145.3288,2.6329,21.1749,4.7405,7.0453,6.9307
4145.4812,2.6359,17.1031,4.5521,7.1093,7.9992
4145.6336,2.6225,15.2284,5.3737,7.9082,9.4235
4145.786,2.6263,13.4386,5.3669,9.1362,9.6512
4145.9384,2.6298,17.8314,6.2528,9.949,9.6106
4146.0908,2.6261,21.499,6.9752,8.8161,8.484
4146.2432,2.6279,28.4247,7.2543,8.6336,8.2101
4146.3956,2.6404,24.8372,7.7756,8.6684,7.9037
4146.548,2.6401,23.9996,5.409,8.7655,8.0514
4146.7004,2.6284,17.893,5.5472,8.5926,8.2774
4146.8528,2.6285,16.6106,4.812,8.1678,8.4151
4147.0052,2.6388,13.6879,5.2425,7.7779,9.5451
4147.1576,2.6462,14.0623,3.893,9.341,10.3895
4147.31,2.654,9.778,3.7913,9.9547,10.684
4147.4624,2.6553,11.0504,3.0915,10.6923,10.7163
4147.6148,2.6533,9.0948,2.4864,11.0607,10.892
4147.7672,2.6589,8.9579,2.9856,11.2614,11.2025
4147.9196,2.6557,7.3859,3.2918,11.4085,11.5153
4148.072,2.6482,6.9739,2.9562,11.4291,11.8644
4148.2244,2.6447,8.8752,2.9449,11.4581,12.4011
4148.3768,2.6457,8.7173,2.7453,12.0942,12.7181
4148.5292,2.6529,8.0066,2.41,12.279,12.7107
4148.6816,2.6579,9.8537,3.1797,12.0527,12.3068
4148.834,2.6665,7.2516,2.8474,12.0134,11.8965
4148.9864,2.6691,10.2867,3.0139,12.1865,11.3215
4149.1388,2.6633,8.066,2.6193,12.1969,11.2828
4149.2912,2.6598,9.0069,2.6386,11.5597,11.2827
4149.4436,2.6725,9.8021,2.1783,11.0815,11.2468
4149.596,2.6749,8.0621,2.6015,12.0371,11.6292
4149.7484,2.6704,6.4822,3.0887,13.0768,11.973
4149.9008,2.6644,8.3106,5.2241,13.8726,11.9607
4150.0532,2.6683,11.8054,8.0598,15.6448,12.2522
4150.2056,2.6716,20.4763,8.5444,15.7358,12.9754
4150.358,2.6543,41.8493,9.9555,8.6434,9.6312
4150.5104,2.6262,47.1497,14.1065,6.2008,6.1138
4150.6628,2.6082,38.072,7.7141,6.3557,4.8501
4150.8152,2.6369,22.7123,5.15,6.7532,4.982
4150.9676,2.6789,19.0618,4.1852,6.579,5.5909
4151.12,2.6886,16.7471,4.6382,5.7432,6.0942
4151.2724,2.673,15.0399,3.7396,6.538,7.2751
4151.4248,2.6507,16.9325,5.5295,10.0742,10.2547
4151.5772,2.6443,18.7766,5.0905,11.5008,10.9158
4151.7296,2.654,23.5289,5.1003,11.7843,10.4087
4151.882,2.66,25.4933,6.1487,11.8177,10.2596
4152.0344,2.6572,25.5939,7.1966,10.0822,10.0796
4152.1868,2.6488,30.0125,7.8296,8.2297,9.1648
4152.3392,2.6383,30.2207,6.5896,7.5021,7.6211
4152.4916,2.6306,25.9779,6.1464,7.42,6.617
4152.644,2.6357,26.7359,6.1151,7.2991,6.3966
4152.7964,2.6382,25.6542,7.2265,6.9939,6.3268
4152.9488,2.6428,25.0821,7.3314,6.1558,6.3002
4153.1012,2.6407,25.9403,7.7358,5.7343,6.0219
4153.2536,2.6253,22.1673,8.1351,5.4353,5.2285
4153.406,2.6176,27.7695,8.8752,5.0882,4.7255
4153.5584,2.6261,27.7695,7.6032,4.9421,4.5537
4153.7108,2.6309,26.4687,7.7006,4.8094,4.543
4153.8632,2.6268,20.779,6.8974,4.6248,4.659
4154.0156,2.6263,22.4262,6.8038,4.6427,4.8231
4154.168,2.6311,25.967,5.9337,4.7984,4.9622
4154.3204,2.6414,25.1276,6.4441,4.9964,5.1333
4154.4728,2.6447,28.4409,7.0803,5.1634,5.2777
4154.6252,2.6473,21.0896,7.0227,5.2481,5.3698
4154.7776,2.6416,22.6029,6.3732,5.299,5.4042
4154.93,2.6319,27.5184,7.4797,5.3811,5.4153
4155.0824,2.6278,23.0281,5.9922,5.377,5.4001
4155.2348,2.6322,26.858,7.1944,5.2627,5.3394
4155.3872,2.6361,26.2968,5.8255,5.2084,5.2908
4155.5396,2.6329,27.5298,7.1716,5.2622,5.3311
4155.692,2.6461,27.9029,6.1411,5.3711,5.4188
4155.8444,2.6542,25.0961,6.3977,5.5179,5.5747
4155.9968,2.6445,30.2963,6.3631,5.704,5.7568
4156.1492,2.6347,27.6951,5.9745,5.7985,5.9266
4156.3016,2.6379,34.3305,6.0392,5.8134,6.0639
4156.454,2.6397,29.3139,7.076,5.821,6.0744
4156.6064,2.6396,28.8026,7.6021,5.8233,5.9625
4156.7588,2.6409,26.8265,8.2889,5.8012,5.7999
4156.9112,2.6479,27.2866,8.3141,5.7223,5.6074
4157.0636,2.6393,27.3837,7.0825,5.5246,5.3277
4157.216,2.6289,29.2925,7.9079,5.3851,5.1882
4157.3684,2.6226,25.7452,7.4124,5.3289,5.1254
4157.5208,2.6251,30.4569,8.7862,4.9699,5.0642
4157.6732,2.6238,24.3998,10.5193,4.5355,4.8758
4157.8256,2.6124,27.0513,9.842,4.272,4.5452
4157.978,2.6145,26.5391,9.7412,4.1916,4.2833
4158.1304,2.6113,31.1567,10.4669,4.1349,4.1197
4158.2828,2.6062,33.8712,11.3216,4.081,3.9906
4158.4352,2.6011,38.9896,11.2657,4.0314,3.9006
4158.5876,2.6017,33.7172,10.3599,3.9398,3.8411
4158.74,2.6068,34.3899,11.6484,3.8128,3.7998
4158.8924,2.6054,33.9193,9.7111,3.7213,3.8659
4159.0448,2.598,35.0023,9.9487,3.7164,3.89
4159.1972,2.6045,28.6806,9.956,3.7975,3.9456
4159.3496,2.6119,30.4359,9.9962,3.9165,4.0008
4159.502,2.6269,34.7915,8.0423,4.041,4.102
4159.6544,2.6257,31.9886,7.6179,4.1602,4.2807
4159.8068,2.6174,35.4222,7.404,4.3038,4.3977
4159.9592,2.6121,28.1526,11.8088,4.402,4.417
4160.1116,2.6042,36.7274,11.977,4.5012,4.3861
4160.264,2.592,36.7274,11.9435,4.5229,4.32
4160.4164,2.5905,36.9382,13.3513,4.3615,4.176
4160.5688,2.5933,37.3852,11.8955,3.9883,3.8773
4160.7212,2.586,35.1689,12.9995,3.6571,3.556
4160.8736,2.5827,31.3526,11.6128,3.4591,3.323
4161.026,2.5863,31.193,11.1287,3.3227,3.182
4161.1784,2.594,28.5935,10.4218,3.287,3.131
4161.3308,2.6009,32.5852,10.412,3.2907,3.1678
4161.4832,2.592,33.048,10.5665,3.2829,3.2531
4161.6356,2.5806,29.7745,11.8124,3.2018,3.2733
4161.788,2.5822,37.2059,11.4328,3.1439,3.1605
4161.9404,2.5892,39.3072,13.0662,3.1405,3.0651
4162.0928,2.6041,29.1512,12.8367,3.0598,2.9978
4162.2452,2.6206,28.5725,11.4033,2.9454,2.954
4162.3976,2.6149,29.7277,13.6436,2.8782,2.9263
4162.55,2.6048,30.4455,13.1142,2.9351,2.9349
4162.7024,2.6087,31.4922,11.1749,3.0439,3.0477
4162.8548,2.6122,30.9607,11.9034,3.1585,3.1601
4163.0072,2.6125,31.0154,11.3247,3.2837,3.2574
4163.1596,2.6015,31.1549,10.934,3.3447,3.3222
4163.312,2.5863,37.9219,14.1132,3.2583,3.299
4163.4644,2.576,46.2049,10.7,3.1357,3.1789
4163.6168,2.5707,44.0101,5.3653,3.0858,3.0448
4163.7692,2.5745,42.0129,7.1226,3.1033,3.0169
4163.9216,2.5884,40.4037,6.6544,3.14,3.1209
4164.074,2.6024,33.4697,6.553,3.2814,3.3287
4164.2264,2.6155,33.16,7.7159,3.4623,3.6219
4164.3788,2.6288,32.1715,6.9481,3.7996,4.033
4164.5312,2.6359,26.8042,7.1194,4.1215,4.3998
4164.6836,2.6392,26.1249,7.0497,4.4219,4.6117
4164.836,2.6379,27.8701,7.5147,4.7214,4.8017
4164.9884,2.6401,27.514,8.2773,4.8435,4.8777
4165.1408,2.6368,29.2514,7.8371,4.8558,4.9039
4165.2932,2.6233,27.0557,8.426,4.8151,4.8901
4165.4456,2.6199,27.7695,8.6412,4.7848,4.8515
4165.598,2.623,26.6375,9.0665,4.7547,4.747
4165.7504,2.623,30.9577,10.7667,4.7039,4.6333
4165.9028,2.6173,31.0377,10.638,4.645,4.5468
4166.0552,2.6233,26.7149,9.8168,4.5618,4.5089
4166.2076,2.623,22.8789,9.671,4.5038,4.5352
4166.36,2.6178,20.9741,9.4029,4.4701,4.5714
4166.5124,2.6185,25.6293,8.7412,4.4957,4.6171
4166.6648,2.6171,22.9109,7.978,4.5341,4.6678
4166.8172,2.6172,22.8558,7.7948,4.6588,4.7677
4166.9696,2.6175,25.6122,7.2276,4.8083,5.0056
4167.122,2.6219,23.9143,8.6087,5.0063,5.3195
4167.2744,2.6184,24.4531,8.743,5.2838,5.6664
4167.4268,2.6113,22.1691,6.7405,5.6061,5.9945
4167.5792,2.6102,24.1863,6.9675,5.8455,6.3215
4167.7316,2.6195,25.6971,7.8497,6.1061,6.5819
4167.884,2.628,23.1042,6.7574,6.3856,6.8575
4168.0364,2.6236,24.4129,7.2929,6.6263,7.0558
4168.1888,2.617,23.4393,6.4125,6.7399,7.1278
4168.3412,2.6151,26.7014,6.5322,6.748,7.1043
4168.4936,2.6174,22.9153,6.7401,6.6726,7.0135
4168.646,2.6208,24.905,6.9063,6.5642,6.8462
4168.7984,2.6097,25.537,7.2226,6.3343,6.5984
4168.9508,2.6083,29.2418,6.493,6.1034,6.3594
4169.1032,2.6173,23.364,6.9881,5.9112,6.1806
4169.2556,2.6153,23.2809,7.542,5.8206,6.0459
4169.408,2.6084,26.3646,6.7927,5.7532,5.9452
4169.5604,2.6101,30.3007,8.7191,5.7062,5.895
4169.7128,2.6134,25.1538,8.7912,5.5166,5.7824
4169.8652,2.6063,25.8296,10.3721,5.1733,5.499
4170.0176,2.6021,23.8014,9.652,4.9407,5.0626
4170.17,2.6115,23.5202,9.416,4.8054,4.7245
4170.3224,2.6253,25.4399,9.4359,4.7674,4.5667
4170.4748,2.6248,23.224,9.6639,4.6922,4.5388
4170.6272,2.6161,27.8657,10.0487,4.59,4.5177
4170.7796,2.6073,27.7498,8.4932,4.676,4.5579
4170.932,2.614,22.3947,12.7136,5.0798,5.0651
4171.0844,2.6272,25.2396,9.6202,5.4193,5.4729
4171.2368,2.6372,24.1212,9.8847,5.8238,5.6874
4171.3892,2.6413,25.2667,8.7425,6.0817,5.8384
4171.5416,2.6498,27.916,9.6216,6.0798,5.9233
4171.694,2.6494,37.3135,9.6214,5.8565,5.8723
4171.8464,2.6312,38.7364,10.3028,5.5474,5.2052
4171.9988,2.6122,40.1321,8.4369,5.1128,4.382
4172.1512,2.6023,32.9487,9.1846,4.5724,3.8814
4172.3036,2.5976,32.3464,9.8876,4.0933,3.6465
4172.456,2.5987,37.0034,10.4833,3.8142,3.5307
4172.6084,2.6078,33.7636,9.1142,3.6618,3.4982
4172.7608,2.6009,32.1072,8.9255,3.6558,3.5058
4172.9132,2.6005,32.119,8.7944,3.7009,3.5439
4173.0656,2.6074,28.6653,9.182,3.7712,3.584
4173.218,2.6001,29.3048,8.9728,3.7591,3.6689
4173.3704,2.5971,26.6742,10.3083,3.6878,3.675
4173.5228,2.6004,27.9165,10.1981,3.6247,3.6068
4173.6752,2.6005,30.2172,11.4167,3.562,3.5108
4173.8276,2.6101,38.9205,11.1638,3.5359,3.4084
4173.98,2.6172,41.1407,12.5051,3.4628,3.3291
4174.1324,2.6228,35.8316,12.6523,3.3492,3.3061
4174.2848,2.6225,38.5019,11.3473,3.3208,3.3236
4174.4372,2.6094,35.3758,10.4931,3.3685,3.3974
4174.5896,2.5996,34.8715,10.3323,3.447,3.471
4174.742,2.6052,30.7998,9.3447,3.5277,3.5474
4174.8944,2.6097,32.1028,9.1472,3.5871,3.5883
4175.0468,2.6134,30.0711,9.5354,3.6605,3.7475
4175.1992,2.6173,24.1107,8.6054,3.8372,3.9642
4175.3516,2.613,22.2163,8.1699,4.0173,4.1778
4175.504,2.6107,21.3962,7.9495,4.1229,4.3096
4175.6564,2.6117,20.6032,7.7023,4.1812,4.3729
4175.8088,2.6134,22.2648,8.1537,4.1993,4.4837
4175.9612,2.6177,26.2264,7.7696,4.4831,4.5365
4176.1136,2.6131,21.499,7.9805,4.5516,4.5926
4176.266,2.6084,21.499,6.7134,4.5599,4.6397
4176.4184,2.6101,20.6032,6.9742,4.5291,4.6938
4176.5708,2.6196,22.5387,6.8564,4.4899,4.7053
4176.7232,2.6334,22.4472,8.0085,4.4804,4.7043
4176.8756,2.6403,18.3628,8.9962,4.4671,4.7016
4177.028,2.6366,24.9002,9.7129,4.4676,4.7716
4177.1804,2.6328,29.6713,10.0471,4.3859,5.0576
4177.3328,2.6308,31.0508,9.2121,4.2157,5.0662
4177.4852,2.6219,34.5478,9.8773,4.5706,5.0722
4177.6376,2.6183,34.7014,10.0148,4.8566,5.0769
4177.79,2.6241,32.4335,9.086,4.8603,5.0836
4177.9424,2.6272,35.2551,6.8979,4.8503,5.0944
