Profundidad,Densidad Aparente,Gamma Ray,Porosidad Neutrón,Resistividad Profunda,Resistividad Media
3884.2676,2.5939,7.4194,8.1572,2.2213,2.6358
3884.42,2.598,6.0621,10.3872,2.3128,2.6375
3884.5724,2.5881,7.3844,9.9929,2.3459,2.6358
3884.7248,2.5702,4.0538,9.2551,2.3496,2.6358
3884.8772,2.5443,6.0715,9.2416,2.347,2.6358
3885.0296,2.52,5.5287,8.1371,2.3489,2.6404
3885.182,2.5054,5.1665,11.0351,2.3494,2.7269
3885.3344,2.5036,4.7414,10.2754,2.3492,2.7907
3885.4868,2.4947,7.9173,11.5635,2.3508,2.7695
3885.6392,2.4917,7.483,10.5872,2.3634,2.7667
3885.7916,2.4954,6.5058,9.3802,2.4284,2.7667
3885.944,2.5031,7.1663,9.5671,2.4498,2.7652
3886.0964,2.5102,7.1663,11.9407,2.0037,2.7667
3886.2488,2.5079,5.5917,11.7737,2.4564,2.7652
3886.4012,2.5045,7.9987,10.9169,2.4483,2.7644
3886.5536,2.5133,7.8635,10.5231,2.4382,2.7642
3886.706,2.5176,3.6558,10.1812,2.4272,2.7595
3886.8584,2.5207,5.7544,8.5154,2.4488,2.7972
3887.0108,2.5264,6.2797,8.5663,2.4692,2.8115
3887.1632,2.5269,7.1746,8.5847,2.4621,1.531
3887.3156,2.5425,7.1663,8.5375,2.4684,2.8166
3887.468,2.5586,7.6455,8.6396,2.4685,2.818
3887.6204,2.5671,8.0621,8.3151,2.4737,2.8185
3887.7728,2.5532,6.5432,10.4355,2.4749,2.8022
3887.9252,2.5267,5.3028,8.6678,2.4775,2.8233
3888.0776,2.5079,6.6126,10.0845,2.5084,2.8742
3888.23,2.4949,4.7762,11.7751,2.4856,2.8469
3888.3824,2.4897,7.1663,9.3245,2.4966,2.8217
3888.5348,2.4869,7.2925,9.5497,2.5086,2.8214
3888.6872,2.5038,8.0621,9.9487,2.5171,2.8175
3888.8396,2.508,4.7856,8.3985,2.5225,2.8153
3888.992,2.5102,7.5001,9.0016,2.5205,2.809
3889.1444,2.5219,5.916,9.6954,2.5159,2.8035
3889.2968,2.5439,8.0621,8.9665,2.5074,2.7621
3889.4492,2.5666,7.1663,8.3434,2.4828,2.7254
3889.6016,2.5622,7.1663,9.3062,2.409,2.683
3889.754,2.5298,7.1663,9.6302,2.3383,2.6206
3889.9064,2.5059,5.0786,9.6096,2.2847,2.5666
3890.0588,2.4905,4.7405,13.6823,2.2533,2.4995
3890.2112,2.4801,8.2668,11.9102,2.2294,2.4639
3890.3636,2.4763,6.0116,13.0832,2.1924,2.4566
3890.516,2.4718,4.3333,14.8106,2.1359,2.448
3890.6684,2.4724,7.1663,12.4794,2.1033,2.4277
3890.8208,2.4691,7.1663,12.074,2.0874,2.3971
3890.9732,2.4653,6.6134,11.996,2.0723,2.3655
3891.1256,2.4668,6.3619,12.0921,2.0466,2.3319
3891.278,2.4804,7.0106,13.0422,2.0036,2.2764
3891.4304,2.494,6.3991,12.3836,1.8973,2.1927
3891.5828,2.4851,6.0676,13.7126,1.8485,2.109
3891.7352,2.4686,4.6277,13.0782,1.845,2.0668
3891.8876,2.4513,5.7518,13.4294,1.8335,2.0538
3892.04,2.4412,6.2808,14.0452,1.823,2.0487
3892.1924,2.4291,5.8128,12.973,1.8148,2.0451
3892.3448,2.4292,6.2705,15.5844,1.8033,2.0368
3892.4972,2.4358,4.8356,14.3935,1.7929,1.9959
3892.6496,2.442,5.5066,12.2752,1.7738,1.9765
3892.802,2.4678,6.0405,13.4948,1.7458,1.9674
3892.9544,2.4894,7.4506,15.5467,1.713,1.9494
3893.1068,2.4942,8.6194,13.1875,1.7103,1.9318
3893.2592,2.4891,4.1723,12.9013,1.6957,1.9121
3893.4116,2.5002,7.2789,13.0936,1.673,1.8975
3893.564,2.4933,10.8934,13.6974,1.6746,1.8834
3893.7164,2.4768,8.6176,12.4828,1.6706,1.8638
3893.8688,2.4774,7.0139,12.5239,1.6646,1.8874
3894.0212,2.4818,6.8844,16.3691,1.6593,1.9196
3894.1736,2.478,6.2705,12.8866,1.6621,1.9267
3894.326,2.4713,6.2705,14.5733,1.6886,2.0095
3894.4784,2.4642,6.2705,14.0798,1.7924,2.1736
3894.6308,2.4642,6.2705,14.2709,1.9577,2.2736
3894.7832,2.4656,6.5041,12.5874,2.1255,2.2826
3894.9356,2.4628,7.8613,14.9238,2.2011,2.2867
3895.088,2.4553,6.7587,14.6962,2.2383,2.3593
3895.2404,2.4496,6.4717,15.5042,2.3015,2.4702
3895.3928,2.4531,5.6302,11.3182,2.4379,2.826
3895.5452,2.4966,7.3128,9.997,2.637,3.3966
3895.6976,2.5802,6.2705,9.5461,2.8721,4.0481
3895.85,2.6267,5.4941,8.3243,3.1525,4.5161
3896.0024,2.6519,6.9546,6.8761,3.624,4.6311
3896.1548,2.6587,8.0621,5.535,4.3859,4.7736
3896.3072,2.6619,6.428,4.5663,5.1552,5.0572
3896.4596,2.6625,7.036,3.4157,5.2602,5.5357
3896.612,2.6672,7.5626,3.364,5.1526,5.9672
3896.7644,2.673,3.7734,3.2305,5.0898,6.2435
3896.9168,2.6701,8.4853,3.29,5.0859,6.4008
3897.0692,2.6714,10.7272,3.7361,5.1199,6.27
3897.2216,2.6764,10.3088,3.4895,5.1022,5.9092
3897.374,2.6712,8.094,4.2581,5.0756,5.5531
3897.5264,2.6655,10.3311,4.0605,4.8865,5.6316
3897.6788,2.6669,8.019,3.4923,4.7119,5.6636
3897.8312,2.6845,6.6618,3.1343,4.6533,5.657
3897.9836,2.6901,8.9579,3.6677,4.6182,5.6736
3898.136,2.6707,8.4262,3.5519,4.5906,5.6928
3898.2884,2.6642,8.1594,3.7853,4.627,5.7355
3898.4408,2.6788,8.3991,4.8276,4.7721,5.7351
3898.5932,2.6781,7.8132,5.8806,4.7508,5.5774
3898.7456,2.6336,8.0282,6.7271,4.5936,5.3452
3898.898,2.5532,7.7726,6.9114,4.3207,5.12
3899.0504,2.5032,7.6844,8.4026,3.9469,4.8426
3899.2028,2.493,9.3153,9.6016,3.4743,4.4628
3899.3552,2.4991,11.3894,10.861,3.1925,3.9631
3899.5076,2.4995,8.6788,13.1426,3.0618,3.4872
3899.66,2.4997,8.0814,13.5161,3.0499,3.232
3899.8124,2.5109,10.3191,11.5553,2.9824,2.9752
3899.9648,2.5263,10.9511,12.223,2.788,2.7158
3900.1172,2.5264,9.4504,13.0869,2.6328,2.5594
3900.2696,2.5249,9.1556,12.1645,2.4956,2.4438
3900.422,2.5142,6.8444,10.5585,2.3917,2.3945
3900.5744,2.5029,8.0621,9.6167,2.3427,2.376
3900.7268,2.5111,7.434,17.7044,2.2857,2.3708
3900.8792,2.5106,8.597,14.2757,2.2374,2.3425
3901.0316,2.489,7.6352,15.2932,2.1938,2.2892
3901.184,2.4638,10.6563,15.2684,2.1038,2.2167
3901.3364,2.4455,8.7987,14.0103,1.9599,2.1116
3901.4888,2.446,8.1942,14.054,1.8557,2.008
3901.6412,2.4499,9.8537,17.1865,1.7743,1.9533
3901.7936,2.4569,14.1369,15.6763,1.7192,1.9022
3901.946,2.4453,9.2267,12.7486,1.7068,1.8814
3902.0984,2.4172,9.8898,14.3591,1.6806,1.8909
3902.2508,2.3942,11.6422,15.6296,1.6323,1.7454
3902.4032,2.392,10.7495,18.817,1.5959,1.6646
3902.5556,2.3943,10.2729,21.32,1.6083,1.6468
3902.708,2.3978,8.1465,18.297,1.6222,1.6594
3902.8604,2.3985,9.8537,17.9707,1.6834,1.6712
3903.0128,2.3961,9.715,16.5146,1.7852,1.6772
3903.1652,2.3986,10.1852,18.9678,1.8855,1.7466
3903.3176,2.4096,8.0621,17.5322,1.9571,1.849
3903.47,2.408,9.7358,12.3259,2.034,2.1059
3903.6224,2.3934,8.0621,9.7171,2.099,2.3142
3903.7748,2.3838,4.552,10.6157,2.1962,2.4958
3903.9272,2.4045,5.9692,8.0133,2.3086,2.6473
3904.0796,2.4589,4.4789,7.2786,2.3987,2.7238
3904.232,2.5064,7.7069,8.7722,2.4569,2.7564
3904.3844,2.5235,8.8267,11.3002,2.5695,2.773
3904.5368,2.5277,4.8884,7.9168,2.6436,2.7865
3904.6892,2.5156,7.6028,11.9247,2.6681,2.7939
3904.8416,2.4844,6.7342,10.1184,2.6569,2.794
3904.994,2.4488,6.6756,11.6354,2.6305,2.7995
3905.1464,2.431,6.7884,10.2371,2.6131,2.7925
3905.2988,2.4388,8.0621,12.7269,2.6401,2.777
3905.4512,2.4565,5.9092,16.4601,2.6734,2.7547
3905.6036,2.4684,13.443,15.0913,2.6815,2.7488
3905.756,2.5033,14.0632,17.4437,2.6854,2.7775
3905.9084,2.5176,13.6792,15.4804,2.7009,2.8035
3906.0608,2.5173,15.2284,17.0311,2.752,2.9157
3906.2132,2.5378,14.4267,15.5096,2.8244,3.0899
3906.3656,2.5788,12.0127,14.7115,2.9831,3.6203
3906.518,2.5978,10.0545,16.0333,3.2062,3.9334
3906.6704,2.6084,6.772,10.1415,3.4781,4.1079
3906.8228,2.6171,9.6936,5.6817,3.6907,4.2596
3906.9752,2.6148,6.2705,4.0335,4.0866,4.4759
3907.1276,2.6106,8.9192,5.4218,4.4862,5.3435
3907.28,2.6097,4.0304,6.9302,4.6992,5.5343
3907.4324,2.606,12.47,6.5719,5.0643,5.4794
3907.5848,2.6069,7.5864,8.2465,5.3985,5.7915
3907.7372,2.6204,9.1232,9.9435,5.5277,5.9482
3907.8896,2.6245,10.5299,9.4891,5.0352,5.6206
3908.042,2.6215,7.9252,9.6889,4.6883,4.8421
3908.1944,2.6311,9.9799,6.6142,4.6293,4.5837
3908.3468,2.6401,9.0535,5.2564,4.5615,4.5813
3908.4992,2.6223,8.7396,5.7994,4.4108,4.7461
3908.6516,2.6056,9.8537,5.5382,4.3671,4.8142
3908.804,2.6093,9.2695,5.2239,4.3408,4.6907
3908.9564,2.614,8.3617,7.9879,4.1765,4.4799
3909.1088,2.5847,7.4095,10.3696,4.001,4.0568
3909.2612,2.5537,11.2919,6.7875,3.9509,3.8792
3909.4136,2.5467,8.5774,9.1823,3.9227,3.7628
3909.566,2.5489,11.0338,8.5681,3.825,3.5575
3909.7184,2.5512,10.2885,8.3325,3.6598,3.5466
3909.8708,2.5664,10.7495,8.0849,3.5382,3.541
3910.0232,2.5843,8.6723,8.0226,3.4992,3.5045
3910.1756,2.5905,9.216,8.1599,3.4904,3.4969
3910.328,2.5904,8.4146,9.0176,3.4913,3.4969
3910.4804,2.5957,10.4643,7.1056,3.5292,3.4943
3910.6328,2.6111,9.8537,7.7982,3.5522,3.511
3910.7852,2.6111,7.7498,8.5609,3.5743,3.5757
3910.9376,2.6014,7.9401,7.9401,3.6679,3.7397
3911.09,2.6074,6.8269,7.9995,3.9925,3.8663
3911.2424,2.6119,7.8723,9.2833,4.4853,4.0623
3911.3948,2.6125,6.3116,9.7766,4.6748,4.3592
3911.5472,2.6329,6.4746,9.4497,4.6741,4.4174
3911.6996,2.6423,13.7214,9.4694,4.6847,4.4182
3911.852,2.6285,10.0991,9.3977,4.6918,4.4147
3912.0044,2.6187,13.1803,9.6453,4.6965,4.6218
3912.1568,2.6057,12.4997,10.7515,4.6915,5.0992
3912.3092,2.5941,12.9874,9.2684,4.6883,6.26
3912.4616,2.6051,12.5544,7.511,4.6983,6.5609
3912.614,2.6419,12.9621,8.3587,4.6871,6.5675
3912.7664,2.6805,14.2922,8.874,4.6865,6.6007
3912.9188,2.6753,12.433,6.975,4.6878,6.6018
3913.0712,2.6355,11.5101,6.3705,4.8282,6.6155
3913.2236,2.6183,9.8537,5.0473,5.1405,6.6482
3913.376,2.6172,9.0526,4.8788,5.3205,6.6913
3913.5284,2.6076,7.6291,3.7222,5.4159,6.6994
3913.6808,2.601,9.3233,4.6577,5.6184,6.6977
3913.8332,2.5911,9.3122,4.5466,5.8995,6.7218
3913.9856,2.5894,5.5235,3.7473,6.0888,6.7598
3914.138,2.6018,6.2705,4.7357,6.127,6.8444
3914.2904,2.6122,6.2705,3.5828,6.289,6.8634
3914.4428,2.608,8.1824,4.5809,6.2731,6.7964
3914.5952,2.6038,8.0621,4.4535,6.2849,6.762
3914.7476,2.5979,8.0621,6.3234,6.3406,6.7197
3914.9,2.5924,10.5439,4.8591,6.363,6.7026
3915.0524,2.5973,13.9241,5.0121,6.4048,6.5553
3915.2048,2.5967,15.867,6.0911,6.3918,6.1114
3915.3572,2.5891,15.2284,9.6984,6.1921,5.1254
3915.5096,2.5863,14.3326,10.1215,6.0266,4.8047
3915.662,2.5812,15.8242,9.3653,5.7061,4.7312
3915.8144,2.5834,15.3054,8.742,5.1914,4.7006
3915.9668,2.5898,15.7201,10.219,5.1016,4.6248
3916.1192,2.5884,15.9055,10.8316,5.0322,4.5741
3916.2716,2.5876,16.22,10.6014,4.759,4.5092
3916.424,2.5934,15.0992,9.9906,4.4845,4.3884
3916.5764,2.5999,13.8502,9.8563,4.17,4.2847
3916.7288,2.6091,19.9287,9.7975,4.0347,4.1281
3916.8812,2.6168,20.4778,9.5395,4.0042,3.9499
3917.0336,2.6233,19.7638,10.4683,3.963,3.9269
3917.186,2.6284,17.0493,10.2154,3.953,4.0053
3917.3384,2.6218,9.8493,9.0691,4.104,4.196
3917.4908,2.6166,12.5411,6.3762,4.122,4.4147
3917.6432,2.6146,13.9628,6.561,4.2041,4.4081
3917.7956,2.6125,13.5556,6.5039,4.2415,4.4213
3917.948,2.6158,14.6211,6.6356,4.2642,4.4202
3918.1004,2.6224,13.2367,7.6025,4.2732,4.3324
3918.2528,2.6258,10.2213,6.4066,4.3008,4.4339
3918.4052,2.6281,9.8537,6.6192,4.321,4.6605
3918.5576,2.6185,8.7431,6.3584,4.3739,4.537
3918.71,2.6104,9.0788,6.371,4.4611,4.491
3918.8624,2.6057,7.525,8.5194,4.4588,4.4931
3919.0148,2.5914,8.0621,7.9838,4.3874,4.4975
3919.1672,2.5896,8.0621,8.3506,4.3102,4.4997
3919.3196,2.5854,6.0746,7.1851,4.2755,4.5117
3919.472,2.5753,8.9579,6.8873,4.2045,4.524
3919.6244,2.565,5.8664,7.8815,4.1335,4.5305
3919.7768,2.5631,5.806,7.6679,4.1147,4.5311
3919.9292,2.5639,5.6039,7.4021,4.0543,4.45
3920.0816,2.5755,4.8892,6.6662,3.9624,4.3192
3920.234,2.5969,6.2705,6.2217,3.8563,4.1574
3920.3864,2.6212,6.2705,5.2431,3.7998,3.958
3920.5388,2.6364,6.2705,6.2141,3.7588,3.8453
3920.6912,2.6267,7.7603,10.9304,3.7181,3.8457
3920.8436,2.6061,11.1318,10.7281,3.6823,3.8403
3920.996,2.5909,16.7724,11.6798,3.6522,3.8377
3921.1484,2.5782,13.3336,9.8444,3.6576,3.9047
3921.3008,2.5708,13.7275,9.1093,3.6065,3.8682
3921.4532,2.5676,14.166,8.4621,3.5465,3.8069
3921.6056,2.57,16.0545,9.4448,3.4389,3.7221
3921.758,2.5773,11.2536,7.9417,3.3159,3.6982
3921.9104,2.5709,11.6026,7.6479,3.3103,3.7146
3922.0628,2.5689,8.9579,8.4187,3.309,3.7537
3922.2152,2.578,10.7184,7.7309,3.313,3.6729
3922.3676,2.586,11.6413,8.3598,3.3054,3.5168
3922.52,2.5862,9.8885,11.5721,3.302,3.3087
3922.6724,2.5932,13.0141,11.949,3.3027,3.2287
3922.8248,2.6135,13.2433,11.8256,3.2829,3.2375
3922.9772,2.5866,10.4584,10.0788,3.2413,3.2375
3923.1296,2.5733,12.4752,10.2254,3.2135,3.2375
3923.282,2.5718,10.0634,10.9968,3.2455,3.2395
3923.4344,2.5759,12.4481,10.8878,3.2702,3.2408
3923.5868,2.5849,11.0909,11.5587,3.3031,3.2408
3923.7392,2.5689,9.7338,11.4504,3.352,3.259
3923.8916,2.5609,11.2831,10.1662,3.3767,3.3114
3924.044,2.5667,7.4603,10.4107,3.4122,3.381
3924.1964,2.5695,8.3495,8.4692,3.526,3.4946
3924.3488,2.5666,14.8803,8.8226,3.6212,3.5988
3924.5012,2.5701,13.4368,9.6417,3.6943,3.6944
3924.6536,2.5786,10.9507,10.408,3.758,3.8717
3924.806,2.5887,12.3079,8.397,3.8017,4.0371
3924.9584,2.6128,10.2928,8.331,3.8991,4.1318
3925.1108,2.6229,11.717,6.7709,3.9913,4.2674
3925.2632,2.6114,10.746,6.3381,4.0461,4.4786
3925.4156,2.6183,10.2102,5.076,4.0915,4.625
3925.568,2.6412,7.7314,4.3765,4.1278,4.7071
3925.7204,2.6532,11.1899,4.3606,4.2027,4.7544
3925.8728,2.6434,9.5108,4.9308,4.4239,4.7888
3926.0252,2.6281,8.7086,6.2126,4.6213,4.8057
3926.1776,2.6232,11.0861,6.1051,4.5931,4.8122
3926.33,2.6196,11.6453,6.485,4.7795,4.8235
3926.4824,2.6294,11.6453,6.6881,4.8092,4.8469
3926.6348,2.6385,13.2956,7.1899,4.8108,4.911
3926.7872,2.6302,11.6453,6.542,4.8361,4.9785
3926.9396,2.6189,12.4975,6.677,4.8719,5.1344
3927.092,2.6193,14.5723,5.6609,4.8731,5.7238
3927.2444,2.6149,8.9907,4.1302,4.8752,6.1064
3927.3968,2.5993,9.4143,5.8723,4.8802,6.071
3927.5492,2.5796,8.03,6.1134,4.9598,6.0625
3927.7016,2.5857,6.7913,5.7709,5.3208,6.0621
3927.854,2.6044,4.5168,6.4118,5.3943,6.0391
3928.0064,2.6197,6.3733,5.972,5.1774,6.0229
3928.1588,2.6266,7.0364,5.7641,5.0289,6.0101
3928.3112,2.6162,5.3747,6.0199,4.9282,5.9927
3928.4636,2.6082,10.5653,5.6255,4.8514,5.965
3928.616,2.6136,7.8513,6.4733,4.8132,5.7285
3928.7684,2.6163,5.3747,7.3099,4.7688,5.3705
3928.9208,2.6073,6.5356,6.4852,4.6945,5.0171
3929.0732,2.5995,7.6046,6.8715,4.6114,4.8308
3929.2256,2.5994,9.2461,6.1771,4.5614,4.7873
3929.378,2.6076,6.0676,4.8016,4.5485,4.8079
3929.5304,2.5891,6.4192,6.0198,4.5278,4.8248
3929.6828,2.5713,7.4611,5.2289,4.5023,4.8493
3929.8352,2.5725,6.0365,6.6544,4.4631,4.8834
3929.9876,2.5691,7.8207,7.6115,4.7437,4.943
3930.14,2.5589,5.1679,6.4222,5.2498,5.0147
3930.2924,2.5626,5.4972,6.8779,5.1595,5.0622
3930.4448,2.5672,5.9141,6.9095,5.1638,5.0713
3930.5972,2.5627,7.4987,7.1868,5.1614,5.1075
3930.7496,2.5691,8.4999,6.358,5.1586,5.1401
3930.902,2.573,8.0621,7.7744,5.1627,5.4274
3931.0544,2.5677,8.8321,6.8655,5.1564,5.2666
3931.2068,2.5715,8.8466,6.9655,5.1593,5.201
3931.3592,2.5775,6.3692,7.1137,5.1661,5.3867
3931.5116,2.5775,7.8694,6.0567,5.1572,5.392
3931.664,2.5825,8.7434,6.6874,5.1504,5.3905
3931.8164,2.5874,7.3981,6.8716,5.1405,5.3927
3931.9688,2.5861,6.2261,8.3623,5.1456,5.3816
3932.1212,2.582,9.7303,7.0741,4.9876,5.3857
3932.2736,2.591,6.3742,9.4103,4.9621,5.3813
3932.426,2.5852,6.737,7.5625,5.038,5.3812
3932.5784,2.5762,5.4043,6.1713,5.1325,5.3766
3932.7308,2.583,6.6482,6.784,5.1744,5.3701
3932.8832,2.5943,8.0991,6.426,5.1928,5.3721
3933.0356,2.6096,8.9579,5.4354,5.1748,5.3286
3933.188,2.6158,9.7255,6.7165,5.2459,5.3315
3933.3404,2.61,7.011,5.596,5.2633,5.3952
3933.4928,2.5996,8.8669,6.205,5.3102,5.5216
3933.6452,2.6014,8.0621,6.8929,5.371,5.5828
3933.7976,2.6105,8.0621,6.3209,5.4305,5.5526
3933.95,2.6159,10.9599,6.4853,5.4344,5.5391
3934.1024,2.6099,14.0422,5.6051,5.4484,5.5616
3934.2548,2.6008,10.1144,5.5129,5.4811,5.6166
3934.4072,2.6085,8.7856,5.685,5.1344,5.6294
3934.5596,2.6352,8.0621,6.0603,5.0051,5.6597
3934.712,2.6455,7.3658,6.8616,5.0059,5.7183
3934.8644,2.6298,8.0621,4.7231,5.0128,5.8165
3935.0168,2.6194,8.2887,5.4795,5.0105,5.8225
3935.1692,2.6146,8.9579,5.4356,5.0109,5.2809
3935.3216,2.6102,7.5547,7.3075,4.9772,4.4346
3935.474,2.5915,4.8402,8.602,4.8098,4.031
3935.6264,2.5735,7.113,8.093,4.5258,4.0213
3935.7788,2.5623,5.9888,7.8572,4.377,4.0195
3935.9312,2.5596,8.6229,8.1843,4.2492,4.0152
3936.0836,2.5631,8.578,7.441,4.1482,4.0169
3936.236,2.5661,6.2705,8.2496,4.0014,4.0124
3936.3884,2.5567,6.2705,7.6442,3.879,3.9932
3936.5408,2.536,8.4059,8.7101,3.8294,3.9785
3936.6932,2.5287,8.7407,10.8231,3.7915,3.9785
3936.8456,2.5258,5.7638,10.7267,3.7211,3.9726
3936.998,2.5182,5.42,8.0842,3.6672,3.9517
3937.1504,2.4991,5.7909,9.4379,3.6504,3.8891
3937.3028,2.492,8.0258,10.6985,3.6279,3.6771
3937.4552,2.5049,5.818,9.2376,3.5796,3.4411
3937.6076,2.5103,6.2705,8.864,3.5501,3.3485
3937.76,2.5219,6.2705,8.9194,3.5148,3.3087
3937.9124,2.5374,6.2344,10.4624,3.4884,3.2605
3938.0648,2.5482,5.3747,8.6982,3.409,3.2405
3938.2172,2.5492,5.3747,7.3681,3.192,3.2372
3938.3696,2.531,6.4236,9.4781,3.0978,3.2341
3938.522,2.5219,6.9861,10.2077,3.0802,3.2446
3938.6744,2.5277,5.3747,11.6772,3.078,3.2518
3938.8268,2.5312,8.0621,10.5274,3.074,3.2621
3938.9792,2.5282,8.0621,9.0659,3.0695,3.2724
3939.1316,2.5219,7.7734,9.5333,3.0663,3.3003
3939.284,2.5288,5.6647,8.4606,3.0577,3.3172
3939.4364,2.5369,5.3747,9.2349,3.0511,3.6275
3939.5888,2.5403,6.0077,10.3025,3.1014,3.8183
3939.7412,2.5364,7.1663,9.9393,3.2304,3.8319
3939.8936,2.5436,7.1663,10.6126,3.3152,3.8336
3940.046,2.5464,5.3747,8.0654,3.3885,3.8455
3940.1984,2.5282,6.0619,5.4515,3.563,3.8616
3940.3508,2.5321,5.1219,5.4022,3.7969,3.9129
3940.5032,2.5491,7.336,5.7033,3.9704,4.1951
3940.6556,2.5718,6.8304,5.4864,4.1688,4.5576
3940.808,2.6058,6.5798,4.9973,4.2822,4.787
3940.9604,2.6184,8.3442,5.4031,4.473,4.965
3941.1128,2.6234,7.1663,5.9922,4.7163,5.1525
3941.2652,2.6328,6.3766,4.2748,5.0414,5.5196
3941.4176,2.6312,6.4713,4.3954,5.4501,5.8442
3941.57,2.6249,7.3537,4.6469,5.844,5.9524
3941.7224,2.6219,8.1354,4.3357,6.057,6.0622
3941.8748,2.6145,5.3747,5.119,6.0795,6.1244
3942.0272,2.6038,9.623,5.1748,6.0995,6.1607
3942.1796,2.597,7.712,4.6513,6.0946,6.1368
3942.332,2.6044,6.2705,5.8897,6.0813,6.23
3942.4844,2.602,6.702,5.3834,6.0838,6.4463
3942.6368,2.5991,6.2705,5.0455,6.2346,6.8045
3942.7892,2.6075,5.3314,5.9822,6.2884,7.0439
3942.9416,2.6095,4.6198,4.5709,6.2753,7.1646
3943.094,2.619,7.0688,4.2275,6.323,7.1678
3943.2464,2.6405,8.7716,4.5958,6.7892,7.3018
3943.3988,2.6499,6.2705,4.491,7.1979,7.3067
3943.5512,2.6618,8.6902,4.8268,7.1837,7.6053
3943.7036,2.6675,5.7198,4.9584,7.1563,7.7414
3943.856,2.6513,7.05,5.6195,7.1622,7.7435
3944.0084,2.6384,8.0039,5.2699,7.1708,7.7435
3944.1608,2.6235,8.0621,5.4212,7.2071,7.8043
3944.3132,2.623,8.0621,5.8133,7.1896,7.8982
3944.4656,2.6252,6.7823,5.8396,7.3506,7.7048
3944.618,2.6284,8.9579,4.4472,7.4402,7.6974
3944.7704,2.6391,8.9579,5.3576,7.3816,7.702
3944.9228,2.6297,5.6621,4.586,7.3759,7.6952
3945.0752,2.6175,5.5996,4.7037,7.3519,7.7043
3945.2276,2.6152,8.3294,5.1762,7.3285,7.7182
3945.38,2.6215,5.6267,4.2333,7.3071,7.7124
3945.5324,2.6206,5.5571,4.1262,7.3725,7.7574
3945.6848,2.631,6.2705,4.7591,7.5012,8.1719
3945.8372,2.6506,4.7899,4.1824,7.6768,8.9835
3945.9896,2.6612,5.4189,3.8018,7.8562,9.1566
3946.142,2.6673,7.4231,3.6598,8.0734,9.1652
3946.2944,2.6658,6.1671,3.1257,8.2799,9.17
3946.4468,2.671,8.4516,3.6383,8.3577,9.1551
3946.5992,2.6813,6.8155,3.5406,8.3268,9.2332
3946.7516,2.6887,8.1362,4.0317,8.344,9.1814
3946.904,2.6886,8.4494,3.1804,8.3242,8.938
3947.0564,2.6727,6.4116,4.2004,8.26,8.56
3947.2088,2.6573,9.4393,4.2021,8.132,8.163
3947.3612,2.6562,7.2061,4.1018,7.9767,7.8363
3947.5136,2.6429,6.2832,3.939,7.5564,7.7164
3947.666,2.6259,6.2777,4.4749,6.9475,7.5106
3947.8184,2.6264,5.7603,5.5101,6.3051,6.7229
3947.9708,2.6309,5.4777,4.5381,6.2399,6.0462
3948.1232,2.6263,9.0533,5.4704,6.2021,5.9356
3948.2756,2.6302,8.1233,6.3519,6.2092,5.9774
3948.428,2.6345,8.9579,6.8541,6.2821,6.1035
3948.5804,2.6395,7.1663,6.3532,6.472,6.3188
3948.7328,2.6441,8.2659,4.4326,6.846,6.8753
3948.8852,2.643,9.9412,4.8221,7.0621,7.5768
3949.0376,2.6409,5.0559,5.3867,7.16,7.8068
3949.19,2.643,8.8153,5.3167,7.1775,7.8469
3949.3424,2.6516,9.2702,4.7687,7.182,7.8341
3949.4948,2.6603,9.3446,5.1422,7.3608,7.8095
3949.6472,2.6482,8.4286,4.8129,7.5301,7.7322
3949.7996,2.6362,7.9738,5.3439,7.5415,7.5328
3949.952,2.6415,7.7704,5.4332,7.4798,7.3413
3950.1044,2.6413,5.5987,5.026,7.3273,7.2833
3950.2568,2.6251,6.2705,5.9655,7.0575,7.2772
3950.4092,2.6225,6.7727,5.4065,6.8895,7.2251
3950.5616,2.6329,6.6375,5.5059,6.5953,6.7295
3950.714,2.6405,8.0621,6.4006,6.0278,6.2174
3950.8664,2.6485,8.8015,5.9484,5.8597,6.0627
3951.0188,2.6409,8.6528,5.8771,5.9834,6.0416
3951.1712,2.6324,9.5952,5.1857,6.0519,6.039
3951.3236,2.633,7.5993,5.0778,6.1191,6.0966
3951.476,2.6399,9.06,5.2093,6.1264,6.1776
3951.6284,2.6491,9.4944,4.8368,6.452,6.5782
3951.7808,2.6556,8.1371,4.6742,6.5806,7.2888
3951.9332,2.6513,7.9392,4.601,6.6,6.8656
3952.0856,2.6465,6.4142,4.4988,6.6167,6.6836
3952.238,2.637,7.7172,4.8227,6.6262,6.5533
3952.3904,2.6291,4.5205,4.0589,6.6099,6.5275
3952.5428,2.6374,5.3892,4.4467,6.5687,6.3223
3952.6952,2.638,9.8473,5.4526,6.5418,5.8955
3952.8476,2.6402,8.0223,5.5211,6.4313,5.7364
3953.0,2.6424,6.2705,5.6793,5.9941,5.7134
3953.1524,2.6169,6.2705,6.6468,5.5961,5.6747
3953.3048,2.5953,6.2102,6.6007,5.3991,5.6194
3953.4572,2.5986,5.3747,6.4732,5.3793,5.6149
3953.6096,2.6151,5.4622,5.5142,5.3708,5.6105
3953.762,2.6198,6.8195,6.6765,5.3515,5.5882
3953.9144,2.6113,8.7287,6.4154,5.3499,5.5421
3954.0668,2.6054,8.8945,7.1059,5.388,5.4721
3954.2192,2.612,9.5703,6.7331,5.5177,5.8681
