ID,FROM,TO,ROCK
DH049,222.399994,394.200012,IBX
DH050,0.0,1.0,ASH
DH050,1.0,1.65,EBX2
DH050,1.65,2.0,SGNCRLSS
DH050,2.0,175.529999,EBX2
DH050,175.529999,177.25,EBX1
DH050,177.25,205.800003,DA
DH050,205.800003,207.899994,EBX2
DH050,207.899994,212.100006,DA
DH050,212.100006,262.399994,EBX2
DH050,262.399994,278.100006,EBX1
DH050,278.100006,368.5,EBX2
DH050,368.5,369.399994,SGNCRLSS
DH050,369.399994,385.089996,EBX2
DH050,385.089996,412.899994,I1
DH050,412.899994,420.399994,IBX
DH052,0.0,0.9,COLLV
DH052,0.9,1.8,SGNCRLSS
DH052,1.8,12.46,H
DH052,12.46,17.73,I2
DH052,17.73,53.580002,I1
DH052,53.580002,60.900002,I1
DH052,60.900002,61.639999,H
DH052,61.639999,95.800003,I1
DH052,95.800003,100.949997,SBX
DH052,100.949997,107.0,I1
DH052,107.0,122.900002,I2
DH052,122.900002,145.75,IBX
DH052,145.75,160.449997,I1
DH052,160.449997,162.600006,EBX2
DH052,162.600006,165.100006,I1
DH052,165.100006,175.100006,EBX2
DH053,0.0,2.1,SAPR
DH053,2.1,3.0,SGNCRLSS
DH053,3.0,10.47,SAPR
DH053,10.47,11.15,SGNCRLSS
DH053,11.15,11.85,SAPR
DH053,11.85,13.05,SGNCRLSS
DH053,13.05,13.21,SAPR
DH053,13.21,14.1,SGNCRLSS
DH053,14.1,24.1,SAPR
DH053,24.1,25.299999,SGNCRLSS
DH053,25.299999,30.15,SAPR
DH053,30.15,30.9,SGNCRLSS
DH053,30.9,35.400002,SAPR
DH053,35.400002,61.549999,EBX2
DH053,61.549999,62.099998,SGNCRLSS
DH053,62.099998,63.599998,EBX2
DH053,63.599998,65.099998,SGNCRLSS
DH053,65.099998,229.550003,EBX2
DH053,229.550003,247.25,E3
DH053,247.25,250.699997,EBX2
DH053,250.699997,252.940002,E3
DH053,252.940002,281.029999,EBX2
DH053,281.029999,307.079987,DA
DH053,307.079987,308.75,E1
DH053,308.75,355.549988,EBX2
DH054,0.0,11.7,ASH
DH054,11.7,39.700001,COLLV
DH054,39.700001,115.400002,I1
DH054,115.400002,158.0,IBX
DH054,158.0,202.399994,I1
DH054,202.399994,249.5,IBX
DH054,249.5,326.75,I1
DH055,0.0,30.85,COLLV
DH055,30.85,31.65,SGNCRLSS
DH055,31.65,34.200001,COLLV
DH055,34.200001,34.75,SGNCRLSS
DH055,34.75,38.150002,COLLV
DH055,38.150002,44.799999,SAPR
DH055,44.799999,52.950001,EBX2
DH055,52.950001,73.25,E2
DH055,73.25,144.899994,EBX2
DH055,144.899994,194.25,DA
DH056,0.0,1.5,ASH
DH056,1.5,2.5,SGNCRLSS
DH056,2.5,3.4,ASH
DH056,3.4,4.2,SGNCRLSS
DH056,4.2,5.45,COLLV
DH056,5.45,8.2,SGNCRLSS
DH056,8.2,11.8,COLLV
DH056,11.8,18.299999,SAPR
DH056,18.299999,19.200001,SGNCRLSS
DH056,19.200001,21.200001,SAPR
DH056,21.200001,160.0,I1
DH056,160.0,166.800003,EBX2
DH056,166.800003,205.479996,I1
DH056,205.479996,221.0,EBX2
DH056,221.0,272.299988,I1
DH056,272.299988,336.649994,IBX
DH057,0.0,0.7,SGNCRLSS
DH057,0.7,27.75,SAPR
DH057,27.75,28.450001,SGNCRLSS
DH057,28.450001,29.200001,SAPR
DH057,29.200001,62.900002,IBX
DH057,62.900002,98.650002,I1
DH057,98.650002,129.529999,DA
DH057,129.529999,157.899994,I1
DH057,157.899994,160.449997,E2
DH058,0.0,0.9,ASH
DH058,0.9,2.3,SGNCRLSS
DH058,2.3,3.25,SAPR
DH058,3.25,5.3,SGNCRLSS
DH058,5.3,10.0,SAPR
DH058,10.0,11.3,SGNCRLSS
DH058,11.3,13.65,SAPR
DH058,13.65,14.3,SGNCRLSS
DH058,14.3,32.5,SAPR
DH058,32.5,89.160004,EBX2
DH058,89.160004,90.900002,E3
DH058,90.900002,105.449997,EBX2
DH036,416.950012,419.649994,I1
DH057,160.449997,160.720001,E2
