Ca,Fe,Mg,target
6.6066,5.36832,4.57074,basalt
6.649500000000001,5.38929,4.64913,basalt
7.04275,5.63394,4.41396,basalt
8.008,6.430799999999999,5.6079,basalt
8.17245,6.374879999999999,5.80689,basalt
7.97225,6.06033,5.14359,basalt
4.9907,6.68244,1.62207,basalt
5.9059,7.479299999999999,2.1708,basalt
5.4483,7.15077,6.295319999999999,basalt
7.271549999999999,7.98258,3.88935,basalt
8.8231,7.409399999999999,4.81194,basalt
6.570849999999999,9.869879999999998,3.49137,basalt
6.9498,7.500269999999999,4.32954,basalt
7.9937,6.32595,4.6431,basalt
6.878299999999999,7.500269999999999,2.56275,basalt
7.464599999999999,6.29799,7.74252,basalt
7.350199999999999,6.318959999999999,7.652069999999999,basalt
8.30115,6.77331,7.27218,basalt
7.9079,6.97602,6.958619999999999,basalt
8.05805,6.04635,8.02593,basalt
8.83025,7.74492,3.77478,basalt
9.152,7.27659,3.8592,basalt
9.009,7.472309999999999,3.90141,basalt
8.65865,7.40241,3.95568,basalt
8.65865,8.241209999999999,3.88332,basalt
9.0233,7.339499999999999,3.93156,basalt
7.593299999999999,7.09485,4.05819,basalt
8.651499999999999,7.05291,4.2813,basalt
8.9804,6.605549999999999,4.61295,basalt
7.7363,7.27659,7.82694,basalt
8.837399999999999,6.9061200000000005,4.36572,basalt
9.31645,5.850629999999999,4.65516,basalt
3.3033,8.25519,17.89101,basalt
5.9059,7.807829999999999,10.30527,basalt
7.6076,7.37445,4.998869999999999,basalt
7.8507,8.961179999999999,3.2019299999999995,basalt
7.772049999999999,9.73008,3.52755,basalt
9.3093,7.40241,3.46725,basalt
8.7373,9.03807,3.05721,basalt
8.951799999999999,10.05861,3.64212,basalt
8.18675,8.84934,3.60594,basalt
7.436,7.702979999999999,5.08932,basalt
7.4217,7.695989999999999,5.05917,basalt
8.072349999999998,7.03893,3.42504,basalt
7.579,8.6676,3.3768,basalt
7.2215,7.479299999999999,5.9697000000000005,basalt
8.0366,0.11883,4.25718,basalt
7.81495,0.07689,4.57074,basalt
7.97225,0.1328099999999999,4.44411,basalt
6.756749999999999,9.26175,4.04613,basalt
9.0805,7.821809999999999,5.849099999999999,basalt
7.864999999999999,9.26175,4.49838,basalt
6.506499999999999,12.18357,3.74463,basalt
8.94465,8.031509999999999,5.17374,basalt
6.692399999999999,9.63921,4.43808,basalt
6.02745,11.05119,4.32954,basalt
5.4769,10.15647,5.85513,basalt
7.30015,10.71567,4.980779999999999,basalt
5.927349999999999,9.75804,4.23909,basalt
7.6076,7.37445,4.96269,basalt
7.357349999999999,8.70954,5.03505,basalt
8.64435,7.821809999999999,4.19688,basalt
6.07035,8.16432,3.38283,basalt
6.227650000000001,7.01097,3.29238,basalt
5.2195,6.871169999999999,5.427,basalt
8.0795,6.73137,5.33655,basalt
6.0775,7.64007,4.4019,basalt
6.97125,10.7646,4.0401,basalt
5.18375,7.21368,3.7386,basalt
3.718,6.871169999999999,3.618,basalt
4.3615,6.92709,3.2562,basalt
5.612749999999999,7.479299999999999,1.809,basalt
7.2215,8.56974,3.2320800000000003,basalt
7.67195,7.77987,3.78081,basalt
7.44315,8.40198,3.58182,basalt
7.54325,7.416389999999999,3.99789,basalt
7.20005,8.09442,3.40695,basalt
7.67195,7.416389999999999,4.1004,basalt
7.8364,7.66803,4.05216,basalt
7.84355,6.836219999999999,4.148639999999999,basalt
7.60045,8.234219999999999,3.76272,basalt
7.686249999999999,7.241639999999999,4.980779999999999,basalt
7.15,8.408969999999998,3.63609,basalt
7.114249999999999,7.55619,3.79287,basalt
6.94265,8.038499999999999,3.52152,basalt
8.2225,6.92709,3.85317,basalt
7.7792,6.92709,4.61295,basalt
8.2225,6.92709,3.85317,basalt
7.764899999999999,6.9061200000000005,4.11849,basalt
7.872149999999999,7.472309999999999,3.94362,basalt
7.764899999999999,7.066889999999999,4.13658,basalt
7.8364,7.003979999999999,3.90744,basalt
7.822099999999999,6.97602,3.88332,basalt
7.772049999999999,7.073879999999999,4.12452,basalt
6.97125,7.98957,3.31047,basalt
7.822099999999999,7.14378,4.41396,basalt
7.450299999999999,7.08786,3.97377,basalt
7.271549999999999,8.28315,3.35871,basalt
7.61475,7.101839999999999,3.75066,basalt
7.2787,7.975589999999999,3.63006,basalt
7.25725,8.36004,3.54564,basalt
7.20005,8.234219999999999,3.4974,basalt
7.2215,8.234219999999999,3.38886,basalt
7.6648,7.39542,4.05819,basalt
7.450299999999999,8.19927,3.55167,basalt
6.91405,8.877299999999998,3.26223,basalt
7.61475,7.31154,3.8592,basalt
7.686249999999999,7.66803,3.93759,basalt
7.8364,7.073879999999999,4.2813,basalt
7.90075,7.49328,3.61197,basalt
7.65765,7.598129999999999,4.26321,basalt
7.08565,8.996129999999999,3.34062,basalt
7.536099999999999,7.44435,3.83508,basalt
7.593299999999999,7.535219999999999,3.88935,basalt
7.7363,8.171309999999998,3.78684,basalt
7.75775,8.32509,3.79287,basalt
7.70055,6.948059999999999,4.09437,basalt
4.84055,8.33907,14.21271,basalt
7.564699999999999,8.37402,5.99985,basalt
6.54225,8.14335,9.20781,basalt
5.77005,8.16432,11.3967,basalt
4.2757000000000005,8.31111,15.768449999999998,basalt
4.833399999999999,8.2482,13.71222,basalt
7.764899999999999,7.29057,6.054119999999999,basalt
6.399249999999999,8.62566,8.34552,basalt
3.6179,8.36703,17.33625,basalt
8.437,7.059899999999999,4.96872,basalt
9.152,6.989999999999999,5.13153,basalt
6.4922,7.828799999999999,3.82905,basalt
6.349200000000001,8.9472,4.25115,basalt
8.722999999999999,6.52866,8.3214,basalt
8.866,6.45876,7.7184,basalt
8.5085,6.73137,7.356599999999999,basalt
9.5095,7.059899999999999,6.090299999999999,basalt
10.0815,6.79428,5.09535,basalt
9.724,6.989999999999999,4.95063,basalt
11.011,6.1512,4.48029,basalt
8.2225,8.6676,3.97377,basalt
7.650499999999999,9.2268,3.63609,basalt
8.293999999999999,7.828799999999999,2.80998,basalt
6.470750000000001,7.619099999999999,4.986809999999999,basalt
6.3778,7.68201,4.24512,basalt
6.392099999999999,7.591139999999999,4.31145,basalt
5.68425,6.717389999999999,4.87827,basalt
6.156149999999999,7.178729999999999,4.685309999999999,basalt
5.405399999999999,6.89214,4.2813,basalt
6.67095,7.01097,4.426019999999999,basalt
7.7792,7.98258,5.047109999999999,basalt
7.78635,7.98957,5.0652,basalt
7.772049999999999,8.1084,5.07123,basalt
7.7363,7.821809999999999,5.0652,basalt
7.707699999999999,8.04549,5.13756,basalt
7.72915,8.07345,5.10741,basalt
7.772049999999999,8.10141,5.08329,basalt
7.7935,8.19228,4.81194,basalt
7.84355,8.038499999999999,4.84209,basalt
7.8507,8.04549,4.96872,basalt
7.7935,8.12238,5.13756,basalt
7.650499999999999,8.11539,5.39082,basalt
7.629049999999999,8.12937,5.427,basalt
7.629049999999999,8.14335,5.37273,basalt
7.67195,8.10141,5.31243,basalt
7.67195,8.10141,5.27022,basalt
7.686249999999999,8.08743,5.13756,basalt
7.714849999999999,8.08044,5.16771,basalt
7.750599999999999,8.04549,5.1255,basalt
7.60045,8.16432,5.45715,basalt
7.722,8.06646,5.0652,basalt
7.8507,8.038499999999999,4.854150000000001,basalt
7.750599999999999,8.06646,5.11344,basalt
7.722,8.09442,5.13756,basalt
7.7363,7.98258,5.03505,basalt
7.750599999999999,7.98258,5.05314,basalt
7.764899999999999,7.975589999999999,5.02902,basalt
7.81495,7.96161,4.91445,basalt
7.750599999999999,7.996559999999999,5.041079999999999,basalt
7.84355,7.926659999999999,4.80591,basalt
7.743449999999999,7.98258,5.10741,basalt
7.7363,7.996559999999999,5.09535,basalt
7.7935,8.01054,4.998869999999999,basalt
7.722,7.975589999999999,5.07123,basalt
