Ca,Fe,Mg,target
7.7363,7.975589999999999,5.08932,basalt
7.707699999999999,8.024519999999999,5.17374,basalt
7.643349999999999,8.05947,5.36067,basalt
7.9079,7.968599999999999,4.60692,basalt
7.436,8.29014,3.84714,basalt
7.4932,8.15034,3.80493,basalt
7.528949999999999,8.14335,3.84111,basalt
7.4932,8.13636,3.93759,basalt
6.9212,8.42295,3.4793099999999995,basalt
6.9212,8.415959999999998,3.4793099999999995,basalt
7.01415,8.471879999999999,3.5577,basalt
7.864999999999999,7.98258,4.679279999999999,basalt
7.886449999999999,7.975589999999999,4.65516,basalt
7.886449999999999,7.947629999999999,4.66119,basalt
7.85785,8.01753,4.709429999999999,basalt
7.85785,8.01054,4.75767,basalt
7.7935,7.96161,4.93254,basalt
7.772049999999999,8.05248,5.05917,basalt
7.6648,8.08044,5.42097,basalt
7.6076,8.10141,5.475239999999999,basalt
7.629049999999999,8.031509999999999,5.43906,basalt
7.6648,8.01054,5.33655,basalt
7.593299999999999,7.996559999999999,5.37273,basalt
7.5504,7.98258,5.475239999999999,basalt
7.54325,7.968599999999999,5.52348,basalt
7.54325,7.933649999999999,5.43906,basalt
7.4932,7.96161,5.58981,basalt
7.55755,8.003549999999999,5.39685,basalt
7.5504,7.919669999999999,5.34258,basalt
7.571849999999999,7.96161,5.348609999999999,basalt
7.6219,7.91268,5.25816,basalt
7.536099999999999,7.968599999999999,5.58981,basalt
7.55755,7.947629999999999,5.58378,basalt
7.54325,7.96161,5.56569,basalt
7.528949999999999,8.13636,5.55363,basalt
7.564699999999999,8.038499999999999,5.46318,basalt
7.650499999999999,8.04549,5.288309999999999,basalt
7.6362,7.8987,5.28228,basalt
7.643349999999999,7.90569,5.25816,basalt
7.6219,7.91268,5.31846,basalt
7.650499999999999,7.91268,5.19786,basalt
7.650499999999999,7.926659999999999,5.20389,basalt
7.629049999999999,7.968599999999999,5.27022,basalt
7.629049999999999,7.96161,5.246099999999999,basalt
7.629049999999999,7.968599999999999,5.25816,basalt
7.629049999999999,7.947629999999999,5.16771,basalt
7.6362,7.933649999999999,5.22198,basalt
7.60045,7.95462,5.300369999999999,basalt
7.6219,7.947629999999999,5.16771,basalt
7.6076,8.031509999999999,5.228009999999999,basalt
7.521799999999999,8.08044,5.44509,basalt
7.6648,8.01753,5.08329,basalt
7.707699999999999,7.996559999999999,4.986809999999999,basalt
7.686249999999999,7.975589999999999,4.992839999999999,basalt
7.764899999999999,7.91268,4.87827,basalt
7.772049999999999,7.926659999999999,4.87224,basalt
7.7363,7.95462,4.86621,basalt
7.707699999999999,7.86375,5.0652,basalt
7.7935,7.87074,4.9023900000000005,basalt
7.772049999999999,7.91268,4.95063,basalt
7.714849999999999,7.926659999999999,4.89033,basalt
7.70055,7.91268,4.980779999999999,basalt
7.72915,7.877729999999999,4.86621,basalt
7.7792,7.926659999999999,4.679279999999999,basalt
7.772049999999999,7.91268,4.79988,basalt
7.65765,7.940639999999999,4.96872,basalt
7.6362,7.98258,5.20389,basalt
7.72915,7.940639999999999,4.95666,basalt
7.6791,7.95462,4.95063,basalt
7.764899999999999,7.90569,4.87827,basalt
7.772049999999999,7.849769999999999,4.84209,basalt
7.807799999999999,7.884719999999999,4.685309999999999,basalt
7.75775,7.8987,4.86621,basalt
7.72915,7.814819999999999,4.91445,basalt
7.78635,7.86375,4.733549999999999,basalt
7.743449999999999,7.884719999999999,4.87827,basalt
7.7792,7.91268,4.733549999999999,basalt
7.743449999999999,7.884719999999999,4.78179,basalt
7.7363,8.12937,4.733549999999999,basalt
7.7935,7.926659999999999,4.6370700000000005,basalt
7.743449999999999,7.884719999999999,4.72149,basalt
7.7935,7.86375,4.64913,basalt
7.743449999999999,7.884719999999999,4.6370700000000005,basalt
7.764899999999999,7.90569,4.6431,basalt
7.81495,7.947629999999999,4.52853,basalt
7.822099999999999,7.828799999999999,4.456169999999999,basalt
7.750599999999999,7.891709999999999,4.66722,basalt
7.7792,7.91268,4.703399999999999,basalt
7.686249999999999,7.8987,4.97475,basalt
7.743449999999999,7.828799999999999,4.78179,basalt
7.75775,7.83579,4.66722,basalt
7.764899999999999,7.84278,4.679279999999999,basalt
7.6934,7.90569,4.91445,basalt
7.772049999999999,7.849769999999999,4.6431,basalt
0.9438,13.1412,3.17178,basalt
0.00715,8.81439,3.24414,basalt
6.94265,10.77159,4.432049999999999,basalt
6.94265,12.036779999999998,3.12354,basalt
7.207199999999999,10.568879999999998,3.06324,basalt
7.178599999999999,10.21938,2.9547000000000003,basalt
7.2501,10.2054,2.80998,basalt
7.579,8.178299999999998,3.9195,basalt
7.436,8.178299999999998,3.7989,basalt
7.579,8.178299999999998,3.8592,basalt
7.507499999999999,8.178299999999998,3.9195,basalt
6.935499999999999,8.457899999999999,3.4974,basalt
7.007000000000001,8.388,3.4974,basalt
7.007000000000001,8.457899999999999,3.5577,basalt
7.436,8.178299999999998,3.8592,basalt
7.9365,7.968599999999999,4.6431,basalt
7.864999999999999,7.968599999999999,4.7637,basalt
6.55655,7.339499999999999,5.71041,basalt
6.79965,7.919669999999999,5.05314,basalt
6.527950000000001,9.48543,2.44818,basalt
6.5494,9.47145,2.46024,basalt
6.649500000000001,9.33165,2.41803,basalt
6.878299999999999,9.63921,2.48436,basalt
6.649500000000001,9.17088,2.39391,basalt
6.506499999999999,9.66018,2.50848,basalt
6.649500000000001,9.37359,2.44818,basalt
6.5351,9.23379,2.35773,basalt
6.78535,9.345629999999998,2.4723,basalt
6.67095,9.38058,2.44215,basalt
6.685249999999999,9.387569999999998,2.46024,basalt
6.5637,9.35262,2.39391,basalt
6.3635,9.14292,2.33361,basalt
6.456449999999999,9.03807,2.33964,basalt
6.38495,8.961179999999999,2.31552,basalt
6.506499999999999,9.12195,2.38185,basalt
6.54225,9.21981,2.39391,basalt
6.470750000000001,9.10098,2.35773,basalt
6.649500000000001,9.26175,2.41803,basalt
6.091799999999999,9.25476,2.33361,basalt
5.848699999999999,8.88429,2.15874,basalt
6.08465,9.05904,2.33361,basalt
5.8916,8.76546,2.21904,basalt
6.098949999999999,9.09399,2.30949,basalt
5.848699999999999,8.80041,2.16477,basalt
5.8058,8.65362,2.14668,basalt
6.277699999999999,9.40854,2.43612,basalt
6.38495,9.66717,2.45421,basalt
6.19905,9.17088,2.41803,basalt
6.227650000000001,9.14292,2.43612,basalt
6.2205,8.89827,2.36376,basalt
6.156149999999999,8.77944,2.37582,basalt
6.156149999999999,8.77944,2.36376,basalt
5.7629,8.34606,2.15271,basalt
7.178599999999999,8.20626,3.53358,basalt
6.148999999999999,9.08001,2.39391,basalt
6.327749999999999,8.31111,2.53863,basalt
7.20005,8.388,3.38283,basalt
6.928349999999999,8.213249999999999,3.26826,basalt
5.9631,8.18529,2.32155,basalt
6.878299999999999,8.20626,3.12957,basalt
6.935499999999999,8.15034,3.17781,basalt
6.935499999999999,8.33208,2.73159,basalt
6.59945,8.42994,2.43612,basalt
5.99885,9.04506,2.22507,basalt
5.94165,8.77944,2.22507,basalt
6.635199999999999,8.513819999999999,2.42406,basalt
6.635199999999999,8.520809999999999,2.50245,basalt
5.99885,8.58372,2.22507,basalt
6.470750000000001,8.36703,2.41803,basalt
6.61375,8.42295,2.40597,basalt
5.991700000000001,8.70954,2.14065,basalt
5.991700000000001,8.269169999999999,2.11653,basalt
5.98455,8.61168,2.57481,basalt
6.08465,9.02409,2.33964,basalt
6.25625,9.41553,2.35773,basalt
6.227650000000001,9.06603,2.39391,basalt
6.4064000000000005,9.47145,2.48436,basalt
6.18475,9.12894,2.40597,basalt
6.1776,8.968169999999999,2.36376,basalt
6.148999999999999,8.926229999999999,2.36979,basalt
6.4922,8.996129999999999,2.33361,basalt
7.09995,9.56931,2.9245499999999995,basalt
7.14285,9.52038,2.94264,basalt
7.21435,9.7161,2.96676,basalt
7.164299999999999,9.387569999999998,2.96676,basalt
7.228649999999999,9.42252,3.02103,basalt
6.77105,9.855899999999998,2.68335,basalt
6.37065,9.28272,2.49039,basalt
7.107099999999999,9.46446,2.96676,basalt
7.357349999999999,9.84891,3.02103,basalt
7.15715,9.56931,2.97279,basalt
7.1357,9.33864,2.94264,basalt
6.992699999999999,9.2268,2.84013,basalt
7.31445,8.758469999999999,3.12354,basalt
7.271549999999999,8.79342,3.12354,basalt
7.3216,8.81439,3.14163,basalt
7.3359,8.84235,3.14163,basalt
7.385949999999999,8.877299999999998,3.17781,basalt
7.07135,8.639639999999998,3.06927,basalt
7.007000000000001,9.00312,3.20796,basalt
7.107099999999999,8.80041,3.14163,basalt
6.65665,8.58372,2.7135,basalt
6.8497,5.417249999999999,6.4521,basalt
6.649500000000001,5.00484,5.57172,basalt
5.7772,5.431229999999999,2.99691,basalt
5.44115,6.311969999999999,2.2914,basalt
3.99685,5.661899999999999,1.5858899999999998,basalt
5.462599999999999,6.54264,2.27331,basalt
5.48405,6.486719999999999,2.20698,basalt
6.95695,7.416389999999999,4.58883,basalt
7.9794,8.024519999999999,4.3416,basalt
7.586149999999999,8.67459,3.75066,basalt
7.285849999999999,7.828799999999999,4.28733,basalt
6.828250000000001,7.458329999999999,3.61197,basalt
7.643349999999999,7.50726,4.33557,basalt
8.193900000000001,7.968599999999999,3.84111,basalt
6.906899999999999,7.542209999999999,3.80493,basalt
8.365499999999999,7.339499999999999,5.52951,basalt
7.2215,6.62652,3.7989,basalt
7.436,12.022799999999998,2.38788,basalt
5.72715,11.2539,2.93661,basalt
7.7935,6.989999999999999,5.37273,basalt
6.864,8.1084,5.83704,basalt
8.1081,7.940639999999999,6.18678,basalt
6.5923,8.89827,5.294339999999999,basalt
7.407399999999999,7.91268,4.679279999999999,basalt
7.521799999999999,8.33907,4.4019,basalt
8.008,8.13636,4.34763,basalt
7.714849999999999,7.178729999999999,4.32954,basalt
8.515649999999999,6.9201,4.20894,basalt
8.44415,8.15733,4.148639999999999,basalt
9.15915,6.5007,3.95568,basalt
8.129549999999998,6.74535,3.29841,basalt
7.07135,7.67502,5.047109999999999,basalt
7.6934,7.884719999999999,5.19183,basalt
8.0938,7.96161,4.59486,basalt
8.2511,8.1084,4.2813,basalt
7.564699999999999,8.48586,5.42097,basalt
6.7067000000000005,8.234219999999999,6.150599999999999,basalt
6.470750000000001,8.737499999999999,10.77561,basalt
8.2082,9.35262,4.0401,basalt
8.30115,8.28315,4.37175,basalt
7.822099999999999,8.35305,4.25718,basalt
0.2145,2.1669,1.809,basalt
7.471749999999999,7.83579,5.487299999999999,basalt
8.44415,8.15733,4.148639999999999,basalt
9.15915,6.5007,3.95568,basalt
6.721,7.584149999999999,4.58883,basalt
4.82625,5.73879,4.08834,basalt
7.107099999999999,5.431229999999999,6.86214,basalt
5.72,7.98957,4.11849,basalt
5.62705,8.520809999999999,4.24512,basalt
6.170450000000001,8.06646,4.39587,basalt
6.0775,6.249059999999999,3.34062,basalt
4.91205,8.63265,2.76777,basalt
8.708699999999999,7.220669999999999,3.3768,basalt
8.1653,5.76675,2.76174,basalt
6.05605,7.108829999999999,4.07628,basalt
5.190899999999999,6.123239999999999,2.8280700000000003,basalt
4.9049,6.50769,2.78586,basalt
5.812950000000001,6.64749,3.25017,basalt
6.2062,5.850629999999999,2.64717,basalt
5.16945,6.41682,2.8280700000000003,basalt
5.9488,7.60512,4.32954,basalt
7.764899999999999,6.717389999999999,5.294339999999999,basalt
5.89875,7.25562,5.0049,basalt
8.97325,7.8987,5.01093,basalt
8.9947,7.500269999999999,4.78782,basalt
8.9804,7.44435,4.709429999999999,basalt
9.10195,7.63308,4.5225,basalt
3.39625,4.207979999999999,0.74169,basalt
6.277699999999999,7.367459999999999,4.41396,basalt
7.1357,7.48629,4.78782,basalt
7.2215,7.500269999999999,4.77576,basalt
7.528949999999999,7.917572999999999,3.53961,basalt
6.813949999999999,7.726047,4.79988,basalt
8.2797,10.2054,4.64913,basalt
5.59845,11.8131,3.40695,basalt
6.8354,11.3238,3.93156,basalt
8.74445,8.213249999999999,3.78081,basalt
2.8742999999999994,12.2325,3.84714,basalt
5.51265,7.968599999999999,4.178789999999999,basalt
5.9488,9.576299999999998,3.17781,basalt
6.02745,8.2482,4.57677,basalt
7.14285,7.8987,6.64506,basalt
7.507499999999999,8.6676,4.3416,basalt
5.047899999999999,9.0171,3.22002,basalt
5.48405,8.730509999999999,4.37175,basalt
3.49635,4.38972,0.97686,basalt
2.9315,4.36176,0.77184,basalt
6.449299999999999,6.80826,4.11849,basalt
6.928349999999999,7.185719999999999,4.84209,basalt
5.970249999999999,6.34692,4.6431,basalt
6.04175,7.1997,4.19085,basalt
6.0775,6.30498,4.33557,basalt
6.42785,6.284009999999999,4.90842,basalt
7.1214,8.506829999999999,4.16673,basalt
6.334899999999999,6.130229999999999,2.78586,basalt
6.3063,9.51339,4.43808,basalt
4.9478,7.465319999999999,5.73453,basalt
6.6638,8.08743,8.41185,basalt
6.2205,6.591569999999999,3.45519,basalt
5.95595,10.15647,3.7386,basalt
6.2205,11.86902,2.86425,basalt
7.21435,10.485,3.14163,basalt
8.050899999999999,9.93279,4.38984,basalt
6.728149999999999,5.424239999999999,2.5929,basalt
6.4207,4.24992,2.61099,basalt
5.62705,5.431229999999999,3.93759,basalt
6.4779,4.02624,2.58084,basalt
8.22965,6.486719999999999,5.51142,basalt
8.0938,7.919669999999999,5.849099999999999,basalt
7.6934,7.98258,4.148639999999999,basalt
8.02945,7.15776,4.8843,basalt
7.571849999999999,8.213249999999999,7.03098,basalt
8.008,7.619099999999999,3.33459,basalt
7.0785,7.688999999999999,6.5727,basalt
7.235799999999999,7.95462,4.31748,basalt
7.007000000000001,7.5492,4.37175,basalt
6.6209,8.13636,4.83606,basalt
6.635199999999999,7.066889999999999,4.57074,basalt
8.193900000000001,8.11539,4.824,basalt
6.7639000000000005,8.60469,4.04613,basalt
8.01515,7.38144,4.92048,basalt
7.15715,9.28971,4.178789999999999,basalt
8.2654,8.31111,4.57677,basalt
6.227650000000001,10.65975,4.05216,basalt
6.38495,10.00269,3.35871,basalt
6.399249999999999,8.241209999999999,3.06324,basalt
7.028449999999999,8.47887,3.53961,basalt
7.15,7.654049999999999,3.83508,basalt
7.24295,7.765889999999999,3.87729,basalt
7.178599999999999,7.66803,3.8592,basalt
7.228649999999999,7.64007,3.84714,basalt
7.350199999999999,7.5492,3.90141,basalt
7.343049999999999,7.98957,3.96774,basalt
7.2644,7.591139999999999,4.03407,basalt
7.350199999999999,7.68201,4.05216,basalt
7.450299999999999,7.68201,4.05216,basalt
7.3788,7.7169599999999985,4.09437,basalt
7.37165,7.74492,4.09437,basalt
7.528949999999999,7.79385,3.88332,basalt
7.44315,7.90569,3.92553,basalt
5.7772,8.6676,2.47833,basalt
7.37165,7.975589999999999,3.81699,basalt
5.2052,11.3238,5.89131,basalt
6.227650000000001,9.855899999999998,4.84209,basalt
4.36865,10.0656,7.700309999999999,basalt
4.954949999999999,7.56318,3.49137,basalt
0.7436,5.431229999999999,5.52951,basalt
6.392099999999999,9.77901,3.17178,basalt
3.5893,4.36875,1.5074999999999998,basalt
2.9601,4.50156,1.5738299999999998,basalt
4.297149999999999,3.37617,2.76174,basalt
7.01415,5.06076,4.6431,basalt
4.683249999999999,5.1027,3.00897,basalt
7.9651,4.70427,2.76777,basalt
6.435,5.73879,4.20291,basalt
6.098949999999999,6.96903,3.78684,basalt
5.577,7.730939999999999,5.746589999999999,basalt
5.78435,7.220669999999999,4.29939,basalt
5.977399999999999,7.01097,4.00995,basalt
6.44215,9.13593,4.31145,basalt
6.0203,7.535219999999999,3.3768,basalt
6.04175,6.605549999999999,3.63609,basalt
5.9631,7.52124,3.27429,basalt
5.462599999999999,6.61254,3.20796,basalt
5.42685,6.899129999999999,3.93156,basalt
5.94165,5.22852,3.3285599999999995,basalt
4.9621,6.93408,2.88837,basalt
4.99785,7.15077,4.1607,basalt
6.42785,6.948059999999999,4.84209,basalt
7.1929,6.948059999999999,4.61295,basalt
6.1633,6.836219999999999,4.79988,basalt
5.577,7.8987,5.547599999999999,basalt
7.6076,5.731799999999999,3.57579,basalt
6.8211,6.61254,4.80591,basalt
7.45745,6.45876,5.01093,basalt
7.4789,7.122809999999999,4.31145,basalt
7.772049999999999,6.45876,2.93661,basalt
7.6076,5.76675,3.76272,basalt
5.78435,5.40327,3.88935,basalt
6.79965,8.38101,6.38577,basalt
6.94265,8.01054,5.37876,basalt
7.750599999999999,8.32509,4.37175,basalt
7.714849999999999,9.00312,5.0652,basalt
7.7935,9.72309,4.69737,basalt
7.7363,9.37359,3.51549,basalt
4.718999999999999,10.59684,4.39587,basalt
7.24295,8.09442,4.80591,basalt
5.734299999999999,7.37445,4.154669999999999,basalt
6.77105,8.20626,5.240069999999999,basalt
5.970249999999999,8.11539,2.72556,basalt
7.1857500000000005,7.926659999999999,4.96269,basalt
7.629049999999999,8.55576,3.2019299999999995,basalt
7.571849999999999,8.71653,3.92553,basalt
7.579,8.82138,3.618,basalt
7.643349999999999,10.40811,3.50343,basalt
8.08665,8.77944,4.48632,basalt
8.90175,5.99043,5.234039999999999,basalt
7.028449999999999,6.68943,5.44509,basalt
6.7925,6.20712,5.25213,basalt
8.9375,5.60598,3.93759,basalt
10.153,5.773739999999999,3.15369,basalt
6.5923,7.38843,4.86018,basalt
10.48905,7.884719999999999,5.39685,basalt
6.392099999999999,7.619099999999999,5.14359,basalt
6.11325,8.06646,7.863119999999999,basalt
7.564699999999999,7.451339999999999,5.21595,basalt
7.471749999999999,7.64007,5.499359999999999,basalt
5.82725,8.038499999999999,7.74855,basalt
7.04275,7.619099999999999,5.55966,basalt
8.537099999999999,7.101839999999999,4.89636,basalt
6.7925,7.619099999999999,8.21889,basalt
7.864999999999999,7.975589999999999,3.87126,basalt
7.579,5.1027,4.703399999999999,basalt
7.650499999999999,5.4522,6.5727,basalt
8.0795,4.8231,2.3517,basalt
8.0795,4.8231,2.4723,basalt
8.0795,4.8231,2.3517,basalt
6.9212,8.05248,5.68026,basalt
6.9641,7.67502,5.68629,basalt
7.07135,8.08743,5.68026,basalt
7.04275,7.98957,5.71644,basalt
6.9498,7.32552,5.87925,basalt
7.464599999999999,6.374879999999999,4.62501,basalt
7.3645,7.612109999999999,4.66722,basalt
7.2644,7.31853,4.72752,basalt
7.44315,7.39542,4.64913,basalt
7.07135,7.926659999999999,5.843069999999999,basalt
6.97125,7.926659999999999,5.843069999999999,basalt
6.8926,7.15077,6.06015,basalt
7.436,7.67502,4.57074,basalt
7.44315,6.40983,4.709429999999999,basalt
7.772049999999999,5.57103,6.657119999999999,basalt
7.60045,5.165609999999999,4.71546,basalt
7.0213,8.5278,4.59486,basalt
9.366499999999998,6.549629999999999,3.44313,basalt
7.3645,7.479299999999999,4.95063,basalt
7.292999999999999,8.6676,4.5225,basalt
7.3645,6.955049999999999,5.39082,basalt
8.008,7.968599999999999,4.36572,basalt
5.08365,7.968599999999999,4.78179,basalt
6.29915,6.29799,4.178789999999999,basalt
5.24095,7.059899999999999,5.58981,basalt
7.579,6.27003,3.82905,basalt
8.437,6.18615,3.40695,basalt
8.437,7.409399999999999,5.246099999999999,basalt
7.14285,6.123239999999999,3.3768,basalt
7.2215,7.2696,4.6431,basalt
3.63935,11.06517,3.34665,basalt
6.628049999999999,4.41069,3.96774,basalt
5.3339,6.885149999999999,5.20992,basalt
10.1101,9.114959999999998,2.71953,basalt
6.5351,8.1084,4.61898,basalt
5.82725,8.388,5.903369999999999,basalt
6.0203,8.5278,4.685309999999999,basalt
7.650499999999999,7.8987,4.824,basalt
7.0785,8.6676,4.78782,basalt
6.7782,8.5977,4.89033,basalt
6.41355,6.50769,4.5828,basalt
7.864999999999999,8.178299999999998,4.3596900000000005,basalt
7.1357,8.3181,4.679279999999999,basalt
7.15,8.3181,2.68938,basalt
7.9365,8.038499999999999,4.18482,basalt
6.74245,7.968599999999999,5.17977,basalt
6.7925,7.8987,3.38283,basalt
7.579,6.58458,4.20291,basalt
7.7935,7.619099999999999,4.32351,basalt
8.437,7.479299999999999,4.3596900000000005,basalt
9.7955,6.69642,4.178789999999999,basalt
7.7935,8.038499999999999,4.61898,basalt
7.292999999999999,7.409399999999999,4.50441,basalt
6.54225,9.2268,4.5225,basalt
7.507499999999999,8.1084,4.54059,basalt
7.12855,8.5278,4.83606,basalt
6.69955,7.2696,5.1556500000000005,basalt
4.4044,7.688999999999999,13.6881,basalt
8.5085,7.828799999999999,3.59388,basalt
8.151,7.1298,4.21497,basalt
10.7965,6.96903,5.05917,basalt
6.728149999999999,8.9472,3.81699,basalt
6.334899999999999,9.9258,3.08736,basalt
8.008,6.2211,4.12452,basalt
7.7935,8.038499999999999,4.56471,basalt
7.7935,6.472739999999999,4.66722,basalt
9.295,7.968599999999999,4.43808,basalt
8.38695,6.256049999999999,6.283259999999999,basalt
7.743449999999999,6.437790000000001,5.541569999999999,basalt
7.385949999999999,8.19228,5.354640000000001,basalt
7.357349999999999,7.814819999999999,4.93857,basalt
7.72915,8.12238,4.00392,basalt
7.2215,8.003549999999999,4.221,basalt
7.807799999999999,8.58372,4.29336,basalt
7.15,6.96903,3.86523,basalt
7.207199999999999,6.437790000000001,3.72051,basalt
7.65765,6.61254,3.22605,basalt
7.15715,6.402839999999999,3.38283,basalt
6.4207,8.43693,2.88234,basalt
5.65565,8.20626,2.69541,basalt
5.226649999999999,8.464889999999999,2.412,basalt
5.162299999999999,9.44349,3.17781,basalt
6.4922,7.919669999999999,5.81292,basalt
5.7057,7.83579,9.08721,basalt
6.806799999999999,8.05248,5.21595,basalt
4.6904,8.213249999999999,13.89312,basalt
6.749599999999999,8.031509999999999,7.410869999999999,basalt
4.7047,8.15733,14.19462,basalt
8.71585,6.640499999999999,5.97573,basalt
9.33075,6.360899999999999,3.97377,basalt
7.650499999999999,8.1084,5.788799999999999,basalt
8.14385,6.52866,3.15972,basalt
7.6791,6.96204,3.2019299999999995,basalt
8.40125,8.29014,4.4622,basalt
7.3931,8.178299999999998,3.9195,basalt
9.11625,6.44478,5.294339999999999,basalt
7.764899999999999,7.2696,4.19688,basalt
7.436,6.65448,3.08133,basalt
7.6791,6.80127,4.89033,basalt
7.25725,7.059899999999999,3.4371,basalt
7.09995,7.367459999999999,3.58785,basalt
7.6362,7.849769999999999,3.4371,basalt
7.6362,7.17174,3.57579,basalt
7.7363,6.822239999999999,4.02201,basalt
7.350199999999999,7.968599999999999,3.96774,basalt
6.9784,7.64007,6.47019,basalt
8.3083,6.430799999999999,5.26419,basalt
8.5657,6.353909999999999,4.66722,basalt
7.7935,8.54178,4.20291,basalt
6.5923,7.647059999999999,3.17178,basalt
8.63005,6.96204,4.66722,basalt
6.08465,9.387569999999998,2.29743,basalt
7.61475,6.89214,4.3416,basalt
6.97125,7.849769999999999,3.53961,basalt
7.65765,7.115819999999999,4.35366,basalt
7.235799999999999,7.2696,4.19085,basalt
7.4789,9.80697,3.56976,basalt
7.450299999999999,9.59727,3.34665,basalt
7.6362,9.31767,3.54564,basalt
6.034599999999999,7.38843,5.1858,basalt
5.68425,8.744489999999999,4.8843,basalt
6.513649999999999,7.84278,4.22703,basalt
7.350199999999999,6.44478,7.02495,basalt
8.065199999999999,6.52866,6.72345,basalt
5.9059,7.968599999999999,3.73257,basalt
7.8364,8.53479,4.178789999999999,basalt
7.9079,6.32595,4.16673,basalt
7.8507,6.360899999999999,4.154669999999999,basalt
7.9937,6.472739999999999,3.49137,basalt
8.065199999999999,6.472739999999999,3.93759,basalt
8.01515,6.38886,3.62403,basalt
5.42685,8.57673,5.37273,basalt
4.34005,8.07345,5.0652,basalt
8.05805,8.20626,2.88837,basalt
7.7792,5.81568,5.300369999999999,basalt
1.76605,6.68244,7.0551,basalt
2.002,6.06033,6.2712,basalt
1.98055,6.752339999999999,6.6933,basalt
5.462599999999999,8.178299999999998,12.4218,basalt
7.72915,9.38058,3.60594,basalt
8.2797,8.06646,4.72752,basalt
8.0795,7.647059999999999,4.25115,basalt
8.20105,8.19228,4.45014,basalt
6.6638,9.70911,5.3064,basalt
6.7067000000000005,9.23379,4.59486,basalt
7.01415,9.14292,4.4622,basalt
6.749599999999999,8.751479999999999,4.79988,basalt
3.4606,8.933219999999999,4.33557,basalt
7.78635,8.220239999999999,4.58883,basalt
5.991700000000001,9.16389,4.32954,basalt
5.5484,8.25519,4.16673,basalt
5.798649999999999,8.269169999999999,3.64815,basalt
7.14285,7.91268,5.0049,basalt
7.7935,6.836219999999999,4.95666,basalt
7.3216,7.241639999999999,4.93857,basalt
7.6648,7.04592,5.3667,basalt
8.00085,6.76632,5.843069999999999,basalt
6.813949999999999,8.220239999999999,4.92048,basalt
6.399249999999999,6.62652,3.0752999999999995,basalt
7.586149999999999,6.97602,3.70845,basalt
6.1919,8.178299999999998,4.66119,basalt
6.091799999999999,7.62609,4.49235,basalt
6.456449999999999,7.472309999999999,4.02201,basalt
6.277699999999999,7.122809999999999,3.8592,basalt
6.148999999999999,7.346489999999999,3.8592,basalt
5.89875,6.85719,3.95568,basalt
6.05605,6.89214,3.66624,basalt
6.3635,7.115819999999999,3.4793099999999995,basalt
6.14185,6.521669999999999,4.07025,basalt
6.12755,7.38843,4.13055,basalt
6.59945,7.43037,4.96872,basalt
6.449299999999999,7.570169999999999,5.07726,basalt
6.9212,7.612109999999999,5.17977,basalt
5.41255,7.933649999999999,3.84714,basalt
11.23265,6.97602,5.38479,basalt
6.69955,6.97602,8.30331,basalt
7.21435,8.56974,4.69737,basalt
9.08765,8.1084,5.427,basalt
6.1204,6.318959999999999,4.50441,basalt
5.9345,7.577159999999999,4.60089,basalt
5.98455,6.77331,3.618,basalt
6.41355,6.948059999999999,4.57074,basalt
6.091799999999999,7.108829999999999,5.7285,basalt
6.29915,6.70341,4.36572,basalt
6.65665,6.92709,4.20894,basalt
8.52995,5.654909999999999,6.2712,basalt
9.17345,6.41682,5.43303,basalt
9.85985,6.27003,5.02902,basalt
9.07335,6.97602,5.228009999999999,basalt
8.866,6.17916,4.26321,basalt
8.122399999999999,6.514679999999999,4.1004,basalt
8.665799999999999,7.83579,4.75767,basalt
8.58715,7.709969999999999,4.733549999999999,basalt
9.0233,7.98957,4.74561,basalt
9.2664,7.947629999999999,4.986809999999999,basalt
9.144849999999998,8.003549999999999,4.95666,basalt
8.873149999999999,8.024519999999999,4.824,basalt
8.83025,8.038499999999999,4.709429999999999,basalt
8.3798,8.37402,5.1255,basalt
8.0795,8.408969999999998,4.79385,basalt
8.351199999999999,8.003549999999999,4.93254,basalt
8.45845,7.940639999999999,5.08932,basalt
8.537099999999999,7.828799999999999,5.662170000000001,basalt
8.4084,7.98957,6.048089999999999,basalt
8.0366,8.07345,4.95666,basalt
8.30115,7.91268,4.90842,basalt
8.32975,8.33907,4.87224,basalt
7.007000000000001,7.05291,8.96661,basalt
8.58,7.49328,3.62403,basalt
9.87415,7.5492,3.73257,basalt
6.527950000000001,8.457899999999999,7.00686,basalt
6.2491,11.99484,4.7637,basalt
6.7782,9.80697,3.22002,basalt
6.5923,9.77202,4.3596900000000005,basalt
3.7752,6.61254,3.70242,basalt
5.54125,6.76632,3.63006,basalt
5.21235,6.86418,3.52152,basalt
6.2205,7.1997,3.4974,basalt
4.46875,8.82837,3.93759,basalt
3.6751,7.79385,3.03309,basalt
5.32675,7.814819999999999,4.39587,basalt
1.859,10.74363,5.13153,basalt
3.8467,9.84891,3.06927,basalt
4.833399999999999,9.40854,3.2320800000000003,basalt
4.5617,8.8074,5.95161,basalt
4.71185,9.9258,4.91445,basalt
4.5617,9.66018,5.228009999999999,basalt
5.405399999999999,9.33864,5.93955,basalt
5.72,12.2325,3.64815,basalt
4.418699999999999,10.834499999999998,3.40695,basalt
4.12555,12.2325,3.38283,basalt
8.072349999999998,9.9957,4.25115,basalt
5.1766,9.4365,4.83606,basalt
5.2338,10.9044,3.76875,basalt
