Nombre,SiO2,Al2O3,CaO,Na2O,K2O,FeOT,MgO,MnO,TiO2
andesite,59.9236761314856,14.9669398084262,6.41619931906843,3.16366979863224,1.88117709165207,5.84,6.16768976210347,0.102764030791252,0.724951891790115
andesite,60.1902058401263,14.9976590480288,6.36345783951487,3.275287170745,2.04686613786032,5.89,5.53015477424482,0.103397034634514,0.768043790370445
andesite,61.0051778294057,15.2625404648055,6.16260136332817,3.09908156518736,1.99327517352166,5.8,5.01689836168023,0.105099872473336,0.743054292201928
andesite,58.4117026848138,14.4540980752332,7.2285358117842,2.92064520592423,1.52008391613713,6.45,7.33027721980639,0.11977292503144,0.695119486082742
andesite,58.3894950309955,14.5213758645379,7.11984844246092,2.87991542426546,1.45682223046688,6.47,7.49559051128457,0.122749279693459,0.679313404485491
andesite,57.9391034550562,14.7514246972815,7.31923350063556,3.06583775793396,1.49048862662626,6.34,7.44104455675558,0.117728728854119,0.676338821185582
andesite,59.1498645660104,15.0885261399337,6.93585338259957,3.14707222430541,1.72762851382538,6.07,6.19618778548123,0.10914167894009,0.735683129605543
andesite,57.1351095581642,14.8943056054326,7.90835960379273,2.99622052171814,1.19200549487171,6.55,7.69292062193561,0.120974575995136,0.657592537783006
andesite,59.136650381891,14.9017315537873,6.89409624826492,3.10597718360997,1.73943011030775,6.19,6.3501772977412,0.10913183707338,0.736903953220073
andesite,59.0827681420888,14.6296667516548,6.60277012850972,3.0885009042858,1.71209695994839,6.29,6.82970458247512,0.110333163558948,0.789622485153825
andesite,57.8633348127403,14.8555036940485,7.41527060140895,2.90528380401553,1.38897504311157,6.74,7.09830199031595,0.115147619868982,0.723101840160816
andesite,59.7363389403551,16.7348666104083,6.68320878781656,3.46622872740807,1.85299460118855,5.85,3.99500174520351,0.100385675385708,0.770334538759667
andesite,60.3209783238575,16.3452155659747,6.16355782128225,3.32696773095486,2.18849409771892,5.82,4.07273604058857,0.0998707293055448,0.837777435577402
andesite,59.308712013062,16.7785489722516,6.74231144755948,3.42763785476899,1.77376732607902,5.95,4.33029003043303,0.102425205256144,0.760915888108878
andesite,60.7720859397195,17.2392194002399,6.06259016161157,3.64599291467703,2.08536909083851,5.52,2.97944186028598,0.0916046534515281,0.812613751988965
andesite,59.3396725968544,16.8112614550973,6.81297747636387,3.47937931248646,1.79706344600461,5.87,4.21844809570035,0.101892543595208,0.760393019281949
andesite,61.1351879951574,17.228484016337,5.93982342682822,3.75452042996784,2.14349421944286,5.33,2.79048279465064,0.0897720955529534,0.817150600007578
andesite,58.9337432028365,17.094035879233,6.6823248272424,3.57898196647449,1.90780134050105,6.2,3.7988888766785,0.105058198605551,0.819296102077087
andesite,60.1345045240242,16.7849255199479,6.23027416654655,3.56493728140193,1.9431572341783,5.96,3.64950707080757,0.102710438774959,0.788329089360379
andesite,60.4954977465151,16.649356868237,6.11587791183422,3.62192229275254,1.9479493859487,5.89,3.5570080399749,0.102403764043264,0.789728195022525
andesite,60.6128878679005,17.1532715977363,6.27946201055414,3.68135170178477,2.05055093146732,5.45,3.10699571594474,0.0931977639741111,0.795072786112832
andesite,60.3661674934533,16.7541366144882,6.43209174717133,3.5766072683846,1.87431760341872,5.68,3.65319805117348,0.0974891391799656,0.768617243016707
andesite,59.6110060915779,17.5436543059566,6.81031202816304,3.60908970759625,1.78225712786707,5.44,3.62966530363773,0.0928955620792266,0.7148192351285
andesite,60.7617581840994,17.5774584079453,6.00384898317937,3.59548146297798,2.04326674906873,5.49,2.85543175453633,0.0947974557115923,0.797974739301936
andesite,57.6290099494181,17.5403990206371,7.2140541555809,3.4471016567593,1.72669953631658,6.48,4.14222259658524,0.115908380283679,0.795021308918388
andesite,57.5274517004951,17.439075127586,7.48179260421628,3.40502972965596,1.68615198054892,6.48,4.18059944849131,0.114565186721357,0.780599068540438
andesite,59.0232248310852,17.325351883579,6.70834480126872,3.48009058111015,1.80412409784048,6.11,3.813096430532,0.1061131851981,0.775324075606094
andesite,59.0491877181559,15.7235234673423,6.96563872848185,3.20159680237914,1.75644245602744,6.02,5.58553520339802,0.105914664848711,0.768300500858191
andesite,57.0393920688477,16.8859709578631,7.73663907883408,3.21254417349371,1.57137777351608,6.62,5.14754795907971,0.119400778692045,0.753890963136982
andesite,57.5517531374366,16.512646551462,7.81850688360664,3.36551842364821,0.927212033672749,6.64,5.59726693210057,0.120140808640985,0.620898137355772
andesite,57.0176816643411,15.8141204820783,8.04817074295156,2.97922677269344,1.14947092253025,7.01,6.27680996249112,0.127874622006547,0.671256112714275
andesite,57.3332727279675,15.8718916536958,7.91475238517982,3.00427971762995,1.17939114535493,6.94,6.07060618975205,0.124556094187979,0.670788770120697
andesite,59.791131015851,17.7540950407399,6.41335306369379,3.84117281157938,1.68436433319842,6.17,2.61192869907287,0.10468801292071,0.787091684304977
andesite,56.101665309135,17.3790568876576,8.25042747431111,3.26419313652489,0.970582394637615,7.44,4.77632167483345,0.123016574944134,0.764938699134123
andesite,57.2666470646162,16.9207083781441,7.82775990880168,3.37796832413521,0.871169422951944,6.77,5.35001558771252,0.122063090258282,0.628885290864924
andesite,56.7612996076738,17.0767609715189,7.81957597725945,3.29319113752181,0.978204702192413,7.31,5.01358667655468,0.126244161670148,0.687305984999541
andesite,57.9356203824288,17.0921410920706,7.21937383655467,3.30872643826403,1.32441956830038,6.99,4.35140520266305,0.123136913113462,0.744413573172053
andesite,57.501941466172,17.4312815118939,7.72288902985982,3.41234337821323,1.10572933327538,6.28,4.96559643823834,0.11094950865933,0.637363764359188
andesite,58.3635372239141,19.7021143789034,7.48696170972536,3.92045833721288,1.22312769512279,5.46,2.33924969939303,0.0913309705698885,0.681415755921128
andesite,58.396599643361,17.2502820502594,6.89426236917407,3.30926277303357,1.43832103482632,6.66,4.35633114394053,0.119694734333609,0.70055091245188
andesite,57.716217976598,17.36979266689,7.28514437463265,3.28975982204093,1.25828705166636,6.94,4.43671214155296,0.126046320342978,0.678377705936913
andesite,57.5625366007768,17.0629522447054,7.64476245984209,3.29337039499965,1.11573951975018,6.79,4.86249816189931,0.120992171526694,0.670636368813985
andesite,56.6414756859932,16.6957534555866,7.87328902026594,3.00711493748559,0.927117627654941,7.75,5.32378309869079,0.139522510952832,0.673242903077041
andesite,58.7477943236495,17.5407653608545,6.79265153346358,3.3838015786154,1.24861424713794,6.69,3.97863826668822,0.125719941624834,0.613550763198627
andesite,56.6947350875375,15.3086854183115,8.63365069995805,2.90398477181874,0.929258000555414,7.24,6.58031163922904,0.128866402820125,0.668597770836264
andesite,58.2315021237816,19.7464969119765,7.42232414555073,3.94661813268698,1.23731610129761,5.57,2.33613456728611,0.0919285614278844,0.67676355419607
andesite,58.5161568715067,19.6077933554882,7.51540397206725,3.92683553836691,1.21590969507871,5.41,2.3107302208578,0.0891790568505784,0.678505567294096
andesite,56.643698293761,20.3191341312536,7.64751491448924,3.40553494117041,1.03543742796364,5.73,3.67786232536042,0.0960909586309307,0.672035186113149
andesite,57.5995439989205,16.0832758659291,7.4707591929862,3.10353229392465,1.11485083451949,6.76,6.2539394334235,0.123328848220097,0.634847575063792
andesite,56.3730464501849,17.7346918621016,7.67044182371832,3.26107078199568,1.04743415665502,7.7,4.3693484595504,0.137140316534244,0.727273490576901
andesite,59.4521703275353,17.8628363144961,6.72386383815591,3.46607731976821,1.3914944953083,6.03,3.50052568487014,0.111760885260569,0.650713711335183
andesite,56.2202903029138,17.0449681730226,8.09204208377304,3.13384149067803,1.10598004769746,7.32,5.25437591391723,0.128975681414979,0.747620382583596
andesite,56.0524954119938,17.1323812566918,8.03941729234681,3.10313943269194,1.09336099459112,7.41,5.34079542439842,0.130805479664949,0.746698143084277
andesite,55.94923663022,17.2293521979942,8.17666708412418,3.11701166835608,1.04025257954097,7.64,4.99057908521768,0.138313350442061,0.743348892413565
andesite,58.5290479031397,17.0191206517338,6.98050447887473,3.40576082146272,1.26337420462177,6.67,4.48289693595556,0.11271220518629,0.670219814441662
andesite,56.3395606255805,18.0239628124897,7.98126169718133,3.25745018531273,1.15873321740584,7.1,4.32573007924785,0.124409910922504,0.757401481229951
andesite,56.2045329540986,17.8634847968665,7.57229767985461,3.09801301861378,1.02398223125316,7.53,4.87023011513233,0.134130437506087,0.746082877980906
andesite,56.4282567805923,17.4675328971838,7.84165922629938,3.24519647682485,0.66455028067545,7.88,4.71383775982554,0.134668475746942,0.655828358997504
andesite,56.1432396185742,17.3749742564421,8.20891074370513,3.4324241279932,0.738298604364962,7.44,4.9838321913027,0.131218017806853,0.634088079001388
andesite,57.1546942145705,17.5336160919667,7.83353971616575,3.34006512672938,0.923362952891266,7.0,4.58162894747753,0.12601757392693,0.614483029736611
andesite,56.9613942733534,17.5063955785324,7.95638951050654,3.30425645349145,0.904649073886417,7.07,4.65891556024986,0.128022264321598,0.616201488246244
andesite,54.9473363423038,16.4127082366187,8.78219189780486,2.89109249495699,0.839038433602705,7.51,6.86547242915583,0.143483901660867,0.653736763504952
andesite,55.5378768783832,17.390812095229,8.18373961083313,3.16824822068267,0.673642656158848,8.13,5.10736179832532,0.144943274920363,0.659136273501169
andesite,56.3395888450602,17.2450298392983,8.00704831299091,3.37235054105547,0.791850237413422,7.63,4.86178887107946,0.133733099394173,0.652280379399356
andesite,55.2410123977559,17.2076264927954,8.41980247656896,3.11853118621862,0.664711703363033,8.24,5.2970901433136,0.147095775268284,0.65046557827883
andesite,55.4281202715709,17.1612897285622,8.50948355433655,3.12769494500999,0.667247993337128,8.13,5.18586357384599,0.143793784021296,0.646681719244438
andesite,56.1574803623046,17.2814725478122,7.98285782143213,3.22458548767173,0.676527811947114,8.04,4.84656868320591,0.14206983839393,0.65591430714523
andesite,53.793324043552,16.6210407525927,9.17023664854879,2.82417984759781,0.707954405399796,8.28,6.75032688869806,0.150908764631707,0.67461316330705
andesite,55.0735281447162,17.6368690859325,8.45539150130715,3.18044709924816,0.7327067452856,8.0,5.06969380395726,0.141533024859528,0.698585647231178
andesite,56.5383633419453,17.2851003831663,7.63890339203819,3.32740605581567,0.786277761317744,7.72,4.91434093054093,0.132521867557074,0.686881364349699
andesite,59.98,16.15,3.88,4.08,3.07,5.65,3.16,0.11,0.7
andesite,59.49,16.2,4.12,4.14,3.0,5.44,3.03,0.11,0.67
andesite,58.85,16.17,4.58,3.33,3.08,5.52,3.64,0.11,0.71
andesite,59.47,16.16,4.11,4.17,3.1,5.59,3.17,0.11,0.69
andesite,59.52,16.35,3.93,3.82,3.45,5.43,3.55,0.11,0.72
andesite,58.84,16.1,4.78,4.34,2.74,5.79,3.32,0.12,0.7
andesite,58.21,16.32,4.64,3.21,3.33,5.91,3.64,0.09,0.73
andesite,58.68,16.17,4.8,3.99,2.8,6.05,3.42,0.12,0.74
andesite,57.72,15.84,4.85,3.29,3.0,6.28,3.89,0.12,0.75
andesite,58.74,16.24,3.76,3.75,3.28,6.11,3.58,0.11,0.75
andesite,58.91,16.16,4.12,3.16,3.67,6.15,3.82,0.11,0.75
andesite,58.72,16.27,4.28,3.19,3.32,5.97,3.55,0.09,0.74
andesite,57.95,15.94,5.02,3.82,2.73,6.4,3.64,0.12,0.76
andesite,59.35,16.24,4.56,3.38,2.86,5.99,3.54,0.12,0.74
andesite,62.4,15.16,3.74,3.51,3.42,3.7,2.39,0.07,0.64
andesite,59.98,15.36,4.17,4.12,2.86,4.44,3.08,0.09,0.77
andesite,60.07,15.53,3.88,4.25,2.82,4.45,3.08,0.08,0.78
andesite,59.25,15.39,4.06,3.61,2.76,4.5,3.12,0.07,0.79
andesite,60.28,15.57,3.76,3.98,3.05,4.52,3.05,0.08,0.78
andesite,52.5,19.01,9.11,3.29,0.72,8.96,4.79,0.15,0.94
andesite,53.05,18.26,8.84,3.42,0.71,8.91,4.55,0.15,0.95
andesite,60.64,17.24,5.29,4.68,1.49,6.11,2.09,0.15,1.0
andesite,58.41,17.14,7.39,2.41,0.48,8.08,3.58,0.14,0.6
andesite,58.65,17.95,7.49,2.42,0.35,7.38,2.84,0.11,0.61
andesite,51.86,18.62,4.23,4.86,1.29,8.0,5.03,0.06,1.14
andesite,52.3,18.8,4.59,4.71,1.29,7.34,5.09,0.06,1.14
andesite,53.87,15.21,5.04,4.51,1.13,8.69,3.1,0.27,1.11
andesite,53.28,15.46,4.41,4.96,1.06,8.7,3.13,0.26,1.24
andesite,53.85,15.47,4.1,4.21,1.93,9.12,2.97,0.26,1.23
andesite,54.49,15.59,3.66,4.24,1.66,9.0,3.07,0.25,1.23
andesite,55.4,14.52,4.02,4.01,1.53,8.67,3.47,0.3,1.19
andesite,63.05,15.9,4.25,3.18,2.09,5.83,3.27,0.11,0.81
andesite,63.45,15.9,4.05,3.1,2.12,5.07,3.35,0.1,0.7
andesite,54.5,17.4,6.28,3.62,2.36,7.38,4.36,0.14,1.21
andesite,58.58,16.81,5.81,4.18,2.1,5.45,4.08,0.1,0.86
andesite,52.22,17.42,6.17,3.2,2.58,6.81,3.27,0.12,1.02
andesite,53.27,17.86,5.5,3.21,2.72,6.75,3.3,0.11,1.03
andesite,63.09,15.8,6.47,3.18,0.82,6.1,2.93,0.12,0.62
andesite,62.79,15.71,6.57,3.2,0.81,6.27,3.03,0.11,0.64
andesite,61.27,16.45,6.38,3.02,0.38,6.88,3.03,0.16,0.7
andesite,59.93,17.22,7.61,2.65,0.3,7.25,2.87,0.17,0.71
andesite,60.8,16.92,5.98,2.65,0.34,7.51,2.69,0.18,0.69
andesite,61.23,17.1,6.43,2.82,0.36,6.73,2.58,0.17,0.7
andesite,60.92,16.84,6.63,2.77,0.31,6.96,2.92,0.17,0.7
andesite,60.99,16.78,7.11,2.68,0.35,6.92,2.8,0.13,0.69
andesite,56.04,17.26,8.58,1.99,0.89,8.4,4.25,0.16,0.78
andesite,57.04,16.86,7.67,2.05,0.92,8.38,3.81,0.14,0.8
andesite,58.84,16.51,7.27,2.29,1.16,7.83,3.57,0.15,0.74
andesite,57.3,16.62,8.03,2.24,0.85,8.42,3.94,0.15,0.78
andesite,57.59,16.71,7.94,2.3,0.89,8.31,3.86,0.14,0.78
andesite,56.96,16.64,7.53,2.15,0.89,8.34,3.98,0.14,0.79
andesite,60.34,16.05,7.31,1.83,1.15,7.65,3.65,0.15,0.78
andesite,53.81,15.42,7.81,1.75,0.29,10.56,8.29,0.15,1.64
andesite,53.75,15.3,7.4,1.7,2.07,11.18,6.28,0.13,1.88
andesite,52.51,15.13,6.88,2.2,0.24,12.69,8.04,0.17,1.97
andesite,60.9,16.11,6.94,1.89,1.21,7.52,3.36,0.14,0.77
andesite,54.14,13.41,7.3,2.37,0.25,12.69,7.03,0.18,2.34
andesite,53.57,14.32,7.99,1.11,0.25,11.57,9.11,0.14,1.67
andesite,54.42,14.97,7.85,1.45,1.19,11.81,6.71,0.15,1.64
andesite,57.22,16.92,8.15,2.35,0.78,10.63,2.26,0.18,0.96
andesite,59.98,15.1,6.6,3.85,0.76,8.03,2.62,0.18,1.13
andesite,60.16,15.27,6.56,3.95,0.81,8.67,2.51,0.17,1.11
andesite,57.0,14.6,7.32,2.91,1.95,7.81,5.16,0.16,0.25
andesite,60.85,15.12,6.15,4.02,0.98,7.49,2.48,0.18,1.09
andesite,60.4,12.8,6.32,2.74,0.23,6.18,7.15,0.12,0.24
andesite,52.7,15.61,8.15,3.27,0.97,9.6,5.1,0.16,0.43
andesite,56.6,16.03,8.47,3.08,0.4,7.52,4.63,0.14,0.51
andesite,54.9,15.81,9.15,2.24,0.29,8.16,5.86,0.18,0.38
andesite,57.5,14.1,2.06,4.97,0.09,12.22,3.95,0.17,1.09
andesite,52.1,16.2,10.88,2.15,0.29,8.07,6.27,0.18,0.51
andesite,52.8,14.3,3.83,6.61,0.05,13.97,3.92,0.18,1.33
andesite,52.2,16.7,7.85,3.32,0.75,8.93,5.22,0.17,0.61
andesite,50.9,14.6,7.27,3.27,1.18,13.56,4.66,0.17,1.54
andesite,54.3,18.2,8.22,2.92,0.73,7.17,4.52,0.15,0.55
andesite,50.3,15.8,8.11,4.42,0.06,9.64,6.5,0.31,0.85
andesite,74.1,12.5,1.97,4.6,0.28,3.64,0.49,0.03,0.26
andesite,56.7,13.2,9.7,0.09,0.02,10.14,4.9,0.11,0.95
andesite,50.0,19.4,7.29,3.38,1.06,8.55,4.18,0.19,0.7
andesite,52.8,15.4,7.0,2.56,0.35,6.91,9.17,0.26,0.6
andesite,60.8,17.4,5.66,3.79,1.38,4.5,2.32,0.15,0.35
andesite,53.0,14.2,4.85,5.57,0.04,9.91,4.22,0.19,1.18
andesite,57.2,18.0,8.28,2.97,0.74,4.72,2.21,0.13,0.51
andesite,54.8,16.0,5.81,3.41,1.04,4.13,2.11,0.12,0.32
andesite,53.8,14.46,6.53,1.97,0.34,9.15,5.35,0.2,0.49
andesite,51.6,18.62,8.78,2.75,0.58,8.97,4.8,0.18,0.52
andesite,58.3,16.4,6.85,2.83,1.92,7.29,2.5,0.13,1.0
andesite,50.6,19.1,7.57,3.75,0.41,8.45,2.77,0.17,0.88
andesite,51.3,17.4,8.39,3.38,0.83,9.45,4.19,0.19,1.17
andesite,50.6,16.6,9.0,3.23,0.44,8.81,5.27,0.16,1.35
andesite,53.0,17.1,8.26,2.96,1.17,8.58,4.07,0.17,1.0
andesite,56.9,13.9,5.56,3.34,0.6,8.73,2.39,0.18,1.72
andesite,52.5,17.0,8.6,2.87,1.06,8.34,3.43,0.16,1.04
andesite,60.1,15.8,5.12,4.29,1.91,6.03,2.1,0.2,1.04
andesite,51.2,16.9,9.68,2.74,1.32,8.76,5.03,0.18,0.94
andesite,53.3,18.05,9.19,1.7,0.16,7.95,3.31,0.23,0.86
andesite,51.2,17.69,9.33,2.75,1.99,8.54,4.81,0.16,0.91
andesite,52.6,17.18,8.65,2.95,1.85,8.17,3.91,0.35,0.88
andesite,58.2,16.66,7.58,3.1,2.12,6.11,3.82,0.12,0.67
andesite,53.6,17.26,8.1,3.49,0.69,8.78,3.75,0.2,1.27
andesite,52.9,14.7,9.26,4.1,1.43,6.36,6.55,0.11,1.2
andesite,55.5,16.52,7.57,3.05,1.19,7.65,3.71,0.16,0.95
andesite,55.3,16.65,7.29,3.61,1.19,7.6,3.14,0.17,1.04
andesite,55.4,17.36,8.64,3.15,0.8,6.62,3.58,0.14,0.9
andesite,55.0,16.66,8.84,2.63,0.78,8.52,4.29,0.18,0.82
andesite,50.7,19.86,9.16,2.99,0.78,7.56,2.82,0.19,0.91
andesite,56.9,17.8,6.62,4.06,0.84,7.25,2.26,0.2,0.87
andesite,51.9,18.82,8.9,2.98,0.67,8.08,2.61,0.12,0.93
andesite,53.7,17.79,8.62,3.37,0.5,7.93,5.32,0.15,0.78
andesite,58.1,17.2,7.31,3.46,0.87,6.17,3.77,0.14,0.69
andesite,60.1,16.62,6.77,3.26,1.15,5.03,2.69,0.14,0.61
andesite,54.8,17.84,8.47,3.31,0.89,7.71,4.77,0.15,0.81
andesite,60.4,16.53,5.46,3.9,1.8,5.73,2.59,0.13,0.6
andesite,57.6,15.69,5.67,2.95,3.41,6.31,2.5,0.15,0.78
andesite,52.5,20.12,7.5,4.22,2.92,6.07,2.49,0.15,0.97
andesite,51.0,16.15,7.92,3.46,2.88,9.07,4.64,0.22,1.18
andesite,52.3,15.91,8.82,3.32,3.22,6.92,4.71,0.13,1.06
andesite,51.5,16.2,9.77,3.74,0.41,10.57,5.16,0.2,1.68
andesite,51.4,16.87,6.67,3.41,1.7,9.78,3.15,0.23,1.34
andesite,55.7,18.43,4.51,5.46,4.61,5.58,1.86,0.2,1.06
andesite,54.5,18.09,7.75,3.43,0.66,8.33,3.47,0.3,1.01
andesite,52.3,16.19,8.94,3.11,1.99,8.24,4.83,0.21,0.78
andesite,54.4,16.38,9.53,2.29,1.06,8.23,5.24,0.18,0.77
andesite,56.1,16.4,8.45,2.97,0.43,7.28,4.03,0.14,0.76
andesite,55.9,16.57,8.14,3.0,1.17,7.41,4.3,0.15,0.76
