Nombre,SiO2,Al2O3,FeOT,CaO,MgO,Na2O,K2O,MnO,TiO
Granodiorita,67.17,17.34,1.9,5.06,1.43,4.44,0.73,0.03,0.32
Granodiorita,55.41,17.82,7.39,7.81,4.19,2.73,1.44,0.17,0.57
Granodiorita,54.48,17.65,7.7,8.35,4.22,2.71,1.42,0.19,0.56
Granodiorita,61.29,15.82,6.6,5.45,3.09,2.78,1.95,0.18,0.49
Granodiorita,55.73,17.09,7.39,8.08,4.29,2.3,1.6,0.16,0.52
Granodiorita,63.0,15.4,5.67,4.53,2.97,2.56,2.8,0.13,0.5
Granodiorita,70.08,14.83,2.9,1.5,1.39,3.56,2.82,0.07,0.27
Granodiorita,68.3,15.55,3.01,3.52,1.3,3.25,2.64,0.1,0.21
Granodiorita,67.81,14.76,4.06,2.21,1.91,3.04,3.4,0.1,0.51
Granodiorita,66.04,15.54,4.34,4.34,1.74,3.33,1.69,0.11,0.25
Granodiorita,70.36,14.03,3.15,2.89,1.2,3.04,2.89,0.09,0.24
Granodiorita,68.31,15.08,3.54,4.06,1.43,3.11,1.34,0.08,0.24
Granodiorita,62.2,16.4,5.31,5.47,2.13,2.91,2.88,0.15,0.53
Granodiorita,63.3,16.8,4.79,5.75,1.78,3.36,2.12,0.12,0.49
Granodiorita,64.0,16.5,4.57,5.04,1.72,2.95,2.5,0.12,0.51
Granodiorita,63.1,16.5,5.07,5.61,1.95,3.18,2.03,0.13,0.54
Granodiorita,63.0,16.5,4.82,5.25,1.83,3.04,2.76,0.13,0.51
Granodiorita,63.5,16.2,4.81,5.05,1.92,3.01,2.71,0.13,0.57
Granodiorita,66.1,15.8,4.08,4.54,1.48,3.05,2.97,0.12,0.41
Granodiorita,65.1,16.0,4.24,4.65,1.52,3.12,2.83,0.12,0.4
Granodiorita,65.6,16.0,4.09,4.41,1.46,3.08,3.0,0.11,0.39
Granodiorita,65.0,16.1,4.5,4.76,1.63,3.22,2.64,0.13,0.44
Granodiorita,65.3,16.1,4.3,4.67,1.6,3.15,2.81,0.13,0.46
Granodiorita,65.0,15.9,4.36,4.61,1.63,3.13,2.85,0.12,0.44
Granodiorita,69.67,15.68,1.6,1.91,0.38,4.3,5.8,0.04,0.23
Granodiorita,68.95,15.87,1.4,1.87,0.34,4.02,5.78,0.04,0.22
Granodiorita,72.38,14.84,0.91,1.64,0.29,4.44,4.76,0.03,0.14
Granodiorita,70.26,15.93,1.12,1.73,0.36,4.52,4.67,0.014,0.2
Granodiorita,69.37,15.62,1.58,1.89,0.4,4.27,5.78,0.04,0.23
Granodiorita,60.35,15.93,4.58,2.22,1.69,3.74,5.96,0.07,0.77
Granodiorita,65.7,12.99,4.38,2.46,1.71,1.97,7.76,0.1,0.51
Granodiorita,64.82,16.14,3.88,2.71,1.83,4.34,4.38,0.09,0.67
Granodiorita,68.34,16.04,2.45,1.94,1.04,3.87,4.94,0.04,0.5
Granodiorita,55.8,16.32,7.22,3.47,2.65,3.78,3.51,0.12,1.21
Granodiorita,69.29,15.11,2.64,2.15,0.76,4.63,3.33,0.09,0.36
Granodiorita,49.49,15.33,9.01,10.53,6.67,3.38,0.87,0.18,0.59
Granodiorita,69.95,14.57,3.2,2.47,1.26,4.3,3.08,0.06,0.45
Granodiorita,66.28,16.37,3.46,2.54,1.23,4.64,3.57,0.07,0.58
Granodiorita,72.24,14.01,1.43,1.19,0.32,3.69,5.25,0.02,0.17
Granodiorita,67.76,15.45,3.27,2.51,1.18,4.38,3.43,0.07,0.47
Granodiorita,70.6,14.89,0.84,1.18,0.5,4.75,4.9,0.03,0.12
Granodiorita,72.29,14.28,1.17,0.85,0.4,4.42,5.34,0.03,0.14
Granodiorita,70.27,13.82,1.88,1.37,0.46,3.9,4.22,0.03,0.19
Granodiorita,66.28,15.03,2.44,1.63,0.92,3.66,5.97,0.04,0.52
Granodiorita,70.1,14.76,2.11,1.99,0.58,4.17,4.01,0.04,0.35
Granodiorita,69.8,13.62,1.62,1.78,0.76,3.98,4.22,0.03,0.23
Granodiorita,70.21,15.37,1.69,1.87,0.51,4.8,4.05,0.03,0.18
Granodiorita,70.34,14.79,2.5,2.08,0.72,4.6,3.15,0.06,0.38
Granodiorita,68.4,14.94,1.84,1.74,0.59,4.17,4.49,0.03,0.34
Granodiorita,69.42,14.7,3.65,2.43,1.03,3.38,2.76,0.07,0.49
Granodiorita,67.77,14.64,4.81,3.3,1.52,3.08,1.72,0.1,0.67
Granodiorita,62.3,15.8,5.59,3.65,2.59,2.91,4.0,0.09,0.7
Granodiorita,62.4,16.0,4.58,1.5,2.76,3.58,3.97,0.08,0.68
Granodiorita,65.2,15.0,3.65,2.04,2.09,2.66,4.85,0.06,0.57
Granodiorita,62.1,15.7,5.64,3.65,2.58,3.06,4.02,0.09,0.7
Granodiorita,63.7,15.4,4.54,2.87,3.19,2.65,4.0,0.06,0.7
Granodiorita,64.4,16.0,5.51,3.43,2.67,3.18,3.98,0.1,0.74
Granodiorita,62.8,15.4,5.22,4.1,2.51,2.5,3.1,0.11,0.71
Granodiorita,62.0,16.1,5.86,3.3,2.38,3.05,3.88,0.12,0.76
Granodiorita,62.0,15.8,4.75,4.18,2.29,3.32,3.55,0.07,0.7
Granodiorita,62.3,15.7,5.43,3.43,2.9,3.42,3.77,0.07,0.7
Granodiorita,62.1,15.5,5.09,4.64,2.38,3.26,3.62,0.09,0.71
Granodiorita,62.2,15.8,5.47,3.46,2.46,3.43,4.07,0.08,0.69
Granodiorita,59.6,16.2,6.68,5.01,2.53,3.3,2.78,0.11,0.78
Granodiorita,60.6,17.0,6.05,3.9,2.44,2.29,4.29,0.08,0.86
Granodiorita,58.4,17.2,6.53,2.94,2.32,2.12,5.17,0.07,0.89
Granodiorita,72.2,14.35,2.05,1.04,0.76,6.02,2.38,0.03,0.28
Granodiorita,70.2,14.15,2.02,2.14,0.82,5.86,2.36,0.03,0.27
Granodiorita,72.6,14.65,2.08,0.91,0.83,5.25,2.83,0.03,0.28
Granodiorita,70.6,14.3,2.06,1.8,0.87,6.01,2.34,0.03,0.27
Granodiorita,71.2,13.7,1.66,2.34,0.64,5.89,2.34,0.03,0.26
Granodiorita,71.9,14.75,2.06,1.45,0.74,5.34,2.51,0.04,0.28
Granodiorita,64.8,15.65,3.3,4.3,1.97,3.77,2.7,0.04,0.49
Granodiorita,67.8,15.52,2.18,3.01,1.18,3.95,3.32,0.04,0.37
Granodiorita,67.8,13.8,5.71,1.36,0.93,3.61,4.27,0.02,0.22
Granodiorita,64.8,13.0,4.77,3.6,2.4,2.1,4.3,0.12,0.43
Granodiorita,69.5,14.6,1.8,1.5,1.5,2.6,5.9,0.05,0.32
Granodiorita,65.2,16.8,6.03,0.0,2.6,0.4,3.3,0.22,0.82
Granodiorita,72.89,13.99,1.45,2.31,0.47,4.01,2.88,0.03,0.18
Granodiorita,71.93,14.47,1.75,2.5,0.6,4.18,2.62,0.03,0.22
Granodiorita,73.9,14.37,1.6,2.31,0.77,4.34,2.55,0.03,0.28
Granodiorita,75.22,14.41,1.22,1.66,0.27,4.46,3.34,0.03,0.1
Granodiorita,63.78,13.95,9.41,3.61,1.49,3.69,1.7,0.17,1.1
Granodiorita,68.55,15.55,3.51,3.14,1.11,4.29,2.14,0.04,0.5
Granodiorita,65.16,16.25,3.83,3.3,2.39,4.45,2.26,0.05,0.56
Granodiorita,74.5,12.11,1.13,0.51,0.15,1.83,7.8,0.01,0.21
Granodiorita,73.2,15.0,1.66,2.35,0.52,4.36,3.44,0.03,0.21
Granodiorita,70.74,14.2,3.0,3.2,1.17,3.7,2.76,0.04,0.41
Granodiorita,72.47,14.28,1.84,2.07,0.72,4.12,3.4,0.04,0.25
Granodiorita,73.32,14.38,1.63,2.21,0.57,4.48,3.13,0.04,0.19
Granodiorita,71.35,15.31,1.91,1.94,0.58,4.62,3.51,0.03,0.32
Granodiorita,72.09,13.9,3.04,0.93,1.54,4.91,2.37,0.04,0.45
Granodiorita,69.9,15.9,1.53,1.73,0.72,5.5,2.88,0.04,0.25
Granodiorita,70.0,15.6,1.89,2.22,1.0,4.8,2.95,0.06,0.31
Granodiorita,65.98,17.16,3.55,1.82,1.39,4.75,1.27,0.01,0.4
Granodiorita,63.8,17.2,3.6,4.03,2.2,3.28,2.92,0.07,0.54
Granodiorita,61.68,20.02,3.28,1.57,2.17,2.82,8.07,0.01,0.47
Granodiorita,71.9,15.7,0.72,2.0,0.41,6.48,1.91,0.02,0.15
Granodiorita,68.0,14.4,3.87,4.29,1.24,4.38,1.17,0.08,0.56
Granodiorita,71.63,15.46,1.82,2.31,1.04,4.24,2.91,0.02,0.33
Granodiorita,55.51,16.97,6.47,8.96,5.38,4.09,1.15,0.11,0.56
Granodiorita,70.46,15.86,2.11,3.19,0.96,4.47,2.29,0.03,0.28
Granodiorita,67.62,15.35,3.79,3.02,1.35,4.11,3.55,0.06,0.51
Granodiorita,68.16,15.34,3.65,2.42,1.19,4.16,3.85,0.04,0.6
Granodiorita,62.19,15.62,5.32,4.82,3.29,4.31,3.08,0.14,0.49
Granodiorita,70.47,14.86,2.71,1.98,0.97,3.61,4.41,0.02,0.45
Granodiorita,73.59,13.9,1.66,1.42,0.5,3.27,5.15,0.02,0.22
Granodiorita,62.07,17.65,4.69,3.62,1.82,3.81,4.8,0.07,0.66
Granodiorita,73.44,14.0,2.0,1.7,0.69,3.02,4.61,0.02,0.23
Granodiorita,65.89,15.82,4.27,3.67,2.16,3.83,3.18,0.06,0.49
Granodiorita,69.48,15.02,3.09,2.79,1.5,3.73,3.49,0.06,0.39
Granodiorita,72.49,14.6,1.98,1.91,0.88,4.0,3.5,0.03,0.28
Granodiorita,62.65,17.36,5.03,4.75,2.43,4.59,1.88,0.08,0.5
Granodiorita,64.81,16.76,4.27,4.16,1.91,4.34,2.51,0.05,0.55
Granodiorita,63.59,15.26,6.64,4.69,1.51,3.84,2.23,0.1,1.07
Granodiorita,69.52,16.11,2.65,4.27,0.99,4.36,1.1,0.03,0.58
Granodiorita,70.91,16.74,0.82,2.51,0.46,4.67,3.58,0.01,0.15
Granodiorita,73.1,15.41,1.18,3.36,0.66,4.83,1.07,0.02,0.18
Granodiorita,70.38,16.01,2.09,2.67,0.6,4.53,3.15,0.02,0.21
Granodiorita,70.1,16.36,1.82,2.85,0.75,5.15,2.43,0.02,0.23
Granodiorita,72.01,16.08,1.18,2.86,0.51,5.06,1.92,0.02,0.17
Granodiorita,72.74,15.11,1.45,1.88,0.5,4.33,3.51,0.02,0.22
Granodiorita,73.41,15.02,1.08,1.95,0.37,4.91,2.93,0.01,0.14
Granodiorita,69.41,15.37,3.53,3.27,1.44,4.72,1.39,0.07,0.38
Granodiorita,66.64,18.31,1.74,4.06,0.77,5.7,2.09,0.02,0.34
Granodiorita,63.63,16.74,4.2,5.21,3.02,5.07,0.85,0.07,0.46
Granodiorita,62.58,17.53,4.49,4.84,3.14,5.1,0.91,0.07,0.53
Granodiorita,60.09,16.65,6.41,5.49,3.37,4.11,2.02,0.09,0.76
Granodiorita,58.95,16.94,6.3,5.68,3.24,3.96,3.14,0.12,0.69
Granodiorita,55.39,17.86,7.72,6.45,3.77,4.14,2.43,0.12,0.9
Granodiorita,61.58,17.18,5.34,5.58,2.94,4.32,1.68,0.08,0.54
Granodiorita,65.46,16.39,4.07,4.09,2.04,3.72,3.2,0.06,0.34
Granodiorita,71.35,14.45,2.44,2.53,1.14,3.01,4.42,0.03,0.28
Granodiorita,68.86,15.58,2.92,3.39,0.74,3.66,2.39,0.07,0.42
Granodiorita,69.66,15.32,3.16,2.65,0.9,3.1,3.58,0.05,0.53
Granodiorita,70.49,15.37,3.32,2.82,0.85,3.23,3.22,0.06,0.54
Granodiorita,73.51,14.14,1.65,1.87,0.53,3.16,4.36,0.05,0.25
Granodiorita,70.71,15.52,2.77,3.24,0.76,3.7,2.57,0.07,0.44
Granodiorita,70.93,14.63,2.33,2.27,0.58,3.29,3.9,0.06,0.36
Granodiorita,64.1,15.01,5.68,3.17,1.34,5.12,3.05,0.14,1.03
Granodiorita,65.65,15.33,4.85,2.82,1.13,5.47,3.32,0.11,0.9
Granodiorita,69.43,15.23,3.74,2.22,1.37,4.18,3.02,0.09,0.4
Granodiorita,66.37,16.92,4.13,4.25,1.36,5.04,1.19,0.08,0.6
Granodiorita,66.56,17.36,3.43,3.27,1.0,4.86,2.37,0.06,0.67
Granodiorita,64.56,17.59,3.85,4.38,1.39,4.73,2.39,0.06,0.65
Granodiorita,74.41,12.79,1.86,2.01,1.26,3.4,3.94,0.03,0.24
Granodiorita,75.82,12.7,1.53,0.87,0.96,3.44,4.45,0.03,0.16
Granodiorita,63.78,15.84,4.31,3.99,1.91,4.29,3.15,0.09,0.47
Granodiorita,64.4,15.61,4.24,4.23,1.92,4.2,2.38,0.09,0.43
Granodiorita,64.75,15.5,4.1,4.54,2.48,4.58,1.61,0.07,0.48
Granodiorita,70.1,14.78,3.17,3.19,1.07,3.78,2.61,0.12,0.53
Granodiorita,62.47,16.43,5.19,5.29,2.9,3.44,2.28,0.1,0.7
Granodiorita,69.8,15.83,2.38,2.33,0.01,4.11,1.87,1.21,0.44
Granodiorita,70.96,15.67,2.2,2.46,0.02,4.24,2.53,0.96,0.35
Granodiorita,54.15,16.31,6.24,6.28,4.25,3.83,2.44,0.13,0.8
Granodiorita,49.21,16.78,6.48,7.0,4.28,3.32,3.7,0.13,0.83
Granodiorita,56.04,16.41,5.7,6.39,3.73,3.55,2.32,0.12,0.73
Granodiorita,60.53,15.88,4.45,4.98,2.56,4.04,2.48,0.1,0.57
Granodiorita,60.54,15.96,4.42,4.66,2.61,3.96,2.63,0.1,0.58
Granodiorita,59.02,15.74,4.59,5.06,2.59,3.57,2.12,0.09,0.59
Granodiorita,61.68,16.02,4.45,4.64,2.52,3.85,2.58,0.09,0.57
Granodiorita,58.84,16.12,4.96,5.11,3.52,4.14,2.38,0.11,0.62
Granodiorita,61.89,15.89,3.17,4.38,2.06,1.03,3.76,0.08,0.58
Granodiorita,57.76,14.42,4.54,3.77,2.27,1.71,6.28,0.07,0.47
Granodiorita,64.8,16.45,1.14,2.04,1.13,0.23,6.32,0.03,0.68
Granodiorita,64.12,15.57,1.91,2.35,1.43,1.87,5.95,0.04,0.48
Granodiorita,65.92,15.56,1.54,1.85,1.35,0.98,6.94,0.01,0.49
Granodiorita,59.07,15.43,3.66,4.46,2.32,3.38,2.87,0.09,0.58
Granodiorita,62.92,15.85,1.53,2.98,1.67,0.21,5.71,0.03,0.56
Granodiorita,61.66,15.92,3.49,4.14,2.04,3.54,3.07,0.14,0.51
Granodiorita,64.47,16.0,3.02,3.12,1.87,4.49,4.02,0.05,0.49
Granodiorita,62.94,15.02,4.12,2.56,1.29,2.45,4.7,0.02,0.46
Granodiorita,63.31,15.21,2.67,4.77,3.45,4.61,4.5,0.05,0.76
Granodiorita,61.51,15.86,3.62,2.72,2.36,3.87,4.03,0.04,0.48
Granodiorita,58.88,15.98,4.06,2.65,1.35,2.46,4.6,0.02,0.49
Granodiorita,61.98,15.88,3.1,4.19,1.76,3.48,3.85,0.13,0.49
Granodiorita,61.66,15.91,3.52,3.25,1.85,3.11,3.96,0.13,0.47
Granodiorita,71.09,15.98,2.16,1.69,1.59,0.08,4.48,0.02,0.64
Granodiorita,69.09,15.69,2.03,1.55,1.03,2.23,4.78,0.01,0.58
Granodiorita,57.25,15.63,4.35,3.57,1.54,1.08,4.0,0.02,0.56
Granodiorita,68.8,12.99,1.46,2.51,1.5,0.99,4.88,0.01,0.42
Granodiorita,68.01,15.88,2.41,4.23,3.41,0.91,3.56,0.05,0.51
Granodiorita,67.38,14.21,2.51,3.54,2.81,1.87,3.22,0.1,0.51
Granodiorita,63.71,18.61,0.09,1.0,0.67,0.04,4.93,0.01,0.4
Granodiorita,64.89,19.3,3.89,0.43,1.12,4.21,1.21,0.02,0.52
Granodiorita,70.48,18.31,3.78,0.67,0.31,0.17,0.1,0.19,0.42
Granodiorita,68.18,17.54,2.8,0.51,1.12,0.11,4.21,0.01,0.64
Granodiorita,63.38,16.12,3.47,4.32,2.23,4.01,3.33,0.08,0.51
Granodiorita,65.05,16.16,3.56,4.3,2.42,3.32,3.41,0.08,0.54
Granodiorita,64.06,15.25,3.92,3.6,3.1,3.5,3.4,0.11,0.58
Granodiorita,64.6,15.28,3.79,3.7,3.2,2.9,3.57,0.1,0.6
Granodiorita,64.57,16.24,3.69,3.86,2.12,3.56,3.56,0.07,0.53
Granodiorita,60.27,18.36,3.85,3.26,1.68,5.78,3.66,0.07,0.41
Granodiorita,71.24,15.0,2.14,2.93,0.83,5.42,1.99,0.03,0.28
Granodiorita,67.11,15.75,3.17,3.47,1.53,5.13,2.19,0.05,0.41
Granodiorita,63.29,15.89,4.07,4.41,2.48,6.14,2.46,0.07,0.64
Granodiorita,67.9,15.63,3.84,3.61,1.0,3.4,2.16,0.08,0.61
Granodiorita,72.6,14.4,2.22,2.15,0.46,3.2,4.52,0.04,0.28
Granodiorita,70.7,15.1,2.94,2.96,0.62,3.54,3.63,0.06,0.37
Granodiorita,68.0,15.4,4.23,3.43,1.14,3.49,3.51,0.09,0.61
Granodiorita,68.1,15.4,3.91,3.27,1.01,3.57,3.93,0.09,0.54
Granodiorita,70.76,13.77,2.77,2.49,0.96,3.09,4.12,0.05,0.35
Granodiorita,65.08,15.39,4.46,4.38,1.93,3.35,3.03,0.09,0.66
Granodiorita,70.88,13.62,2.65,2.38,0.93,3.29,4.01,0.06,0.4
Granodiorita,55.23,17.21,7.03,6.94,4.08,5.14,1.61,0.23,1.12
Granodiorita,64.05,17.08,2.29,3.16,1.23,5.74,1.81,0.05,0.43
Granodiorita,65.68,15.76,4.03,3.79,1.82,4.43,1.29,0.09,0.48
Granodiorita,63.32,16.54,4.18,3.71,2.36,3.58,2.34,0.09,0.7
Granodiorita,59.71,16.23,5.02,5.08,3.57,3.84,2.95,0.09,0.97
Granodiorita,66.7,15.44,4.32,3.13,2.87,3.02,2.5,0.12,0.61
Granodiorita,68.04,14.81,3.57,2.83,1.04,3.46,4.14,0.08,0.35
Granodiorita,74.03,13.56,1.49,1.7,0.25,3.7,3.54,0.05,0.12
Granodiorita,74.09,13.52,1.47,1.75,0.28,3.72,3.12,0.05,0.13
Granodiorita,74.92,13.5,1.31,1.7,0.2,3.84,3.47,0.04,0.1
Granodiorita,76.24,12.4,1.75,2.23,0.52,3.51,2.12,0.05,0.23
Granodiorita,71.63,15.04,2.35,2.91,0.74,4.36,1.95,0.06,0.27
Granodiorita,66.62,15.72,4.81,5.01,1.41,3.46,1.33,0.07,0.57
Granodiorita,65.96,17.32,3.47,4.16,1.16,4.69,1.47,0.07,0.38
Granodiorita,70.19,14.65,3.5,3.24,0.71,4.27,2.03,0.08,0.38
Granodiorita,65.57,16.15,4.78,4.41,1.45,3.96,2.05,0.1,0.62
Granodiorita,62.54,16.95,5.03,5.19,1.73,4.04,1.93,0.1,0.65
Granodiorita,69.21,15.3,3.22,3.16,0.89,4.07,2.97,0.08,0.39
Granodiorita,66.25,16.37,4.09,3.88,1.08,4.59,1.86,0.11,0.46
Granodiorita,72.61,14.23,2.49,2.56,0.46,3.7,2.68,0.04,0.27
Granodiorita,70.01,14.49,3.26,3.22,0.91,3.17,3.26,0.07,0.4
Granodiorita,69.13,14.75,3.41,3.47,1.06,3.15,3.32,0.07,0.44
Granodiorita,67.0,15.74,3.14,7.65,2.21,2.98,0.25,0.08,0.43
Granodiorita,65.05,14.74,4.25,4.1,2.05,3.29,3.9,0.08,0.56
Granodiorita,63.0,15.74,5.1,5.34,2.36,3.67,2.6,0.09,0.68
Granodiorita,68.5,15.5,2.35,2.75,1.14,3.8,2.98,0.03,0.36
Granodiorita,59.75,17.14,5.35,4.64,3.12,3.69,2.35,0.09,0.95
Granodiorita,76.14,13.46,1.26,0.62,0.38,4.63,3.08,0.04,0.15
Granodiorita,74.99,13.14,1.01,0.75,0.28,4.84,3.19,0.01,0.11
Granodiorita,76.22,13.08,1.53,1.25,0.08,3.82,3.92,0.04,0.1
Granodiorita,76.01,13.34,1.61,1.53,0.14,3.22,4.36,0.03,0.09
Granodiorita,66.45,15.48,4.94,4.2,1.18,3.55,2.54,0.08,0.56
Granodiorita,67.79,15.42,4.15,3.91,1.11,3.42,2.6,0.08,0.47
Granodiorita,70.3,14.54,3.55,3.07,0.92,3.43,3.24,0.07,0.39
Granodiorita,73.82,13.67,2.29,2.05,0.46,3.41,3.78,0.06,0.21
Granodiorita,70.78,14.42,3.15,2.36,0.73,2.9,4.5,0.06,0.33
Granodiorita,68.55,15.58,4.39,3.58,0.87,3.64,3.04,0.08,0.44
Granodiorita,71.11,14.81,2.82,2.21,0.67,3.75,3.08,0.05,0.29
Granodiorita,72.3,14.18,2.98,2.75,0.71,3.66,2.58,0.05,0.31
Granodiorita,72.66,14.2,2.87,2.71,0.63,3.76,2.77,0.06,0.28
Granodiorita,62.01,18.77,5.24,5.26,0.85,4.58,1.73,0.11,0.26
Granodiorita,76.22,13.08,1.53,1.25,0.08,3.82,3.92,0.04,0.1
Granodiorita,66.45,15.48,4.94,4.2,1.18,3.55,2.54,0.08,0.56
Granodiorita,66.0,15.34,3.64,3.49,2.05,3.06,4.08,0.07,0.93
Granodiorita,60.85,16.74,4.41,4.88,1.87,3.36,2.43,0.05,0.59
Granodiorita,65.12,15.17,4.52,4.04,1.88,3.29,3.6,0.05,0.58
Granodiorita,63.62,16.07,4.64,4.64,2.06,3.46,3.14,0.05,0.61
Granodiorita,67.38,15.72,3.05,2.77,1.93,3.48,3.92,0.05,0.53
Granodiorita,67.68,15.95,2.73,2.38,1.06,3.82,4.4,0.05,0.48
Granodiorita,68.29,15.65,2.64,2.53,1.18,3.52,3.74,0.06,0.58
Granodiorita,67.11,16.64,2.95,3.12,1.52,4.03,3.69,0.06,0.6
Granodiorita,65.24,15.1,3.47,2.02,1.87,3.37,5.25,0.02,0.74
Granodiorita,65.99,14.85,3.34,2.18,1.86,3.39,4.95,0.02,0.69
Granodiorita,70.89,15.67,2.51,2.18,0.75,3.97,2.78,0.07,0.27
Granodiorita,68.05,16.43,2.84,2.97,1.53,3.98,2.07,0.06,0.34
Granodiorita,69.16,17.1,2.68,2.71,1.3,4.03,2.21,0.06,0.3
Granodiorita,72.02,15.3,2.09,1.98,0.6,4.2,2.63,0.04,0.2
Granodiorita,70.14,16.23,2.52,2.04,0.73,4.27,2.35,0.05,0.25
Granodiorita,71.0,15.78,2.59,2.29,0.77,3.98,2.32,0.05,0.25
Granodiorita,71.45,14.62,2.11,1.98,0.9,3.81,2.88,0.05,0.28
Granodiorita,63.96,16.1,4.32,3.39,2.32,3.24,2.52,0.09,0.6
Granodiorita,63.45,16.11,4.66,3.55,2.6,3.34,2.24,0.09,0.68
Granodiorita,62.52,16.64,5.31,3.51,3.05,2.81,2.2,0.1,0.71
Granodiorita,65.16,15.35,3.86,2.6,1.96,3.26,3.13,0.07,0.61
Granodiorita,65.16,15.35,3.86,2.6,1.96,3.26,3.13,0.07,0.61
Granodiorita,64.39,16.02,3.73,3.46,2.16,3.54,2.47,0.07,0.57
Granodiorita,67.34,15.09,5.2,1.37,1.76,2.93,2.84,0.09,0.73
Granodiorita,64.06,15.98,6.27,2.28,2.21,2.53,2.41,0.1,0.88
Granodiorita,63.14,16.07,5.78,4.37,3.36,3.5,2.29,0.1,0.62
Granodiorita,68.13,15.41,4.66,3.88,1.36,3.3,2.18,0.1,0.39
Granodiorita,66.67,17.05,3.38,4.41,2.07,4.43,1.41,0.12,0.46
Granodiorita,67.43,14.77,4.2,3.54,1.04,3.82,2.56,0.09,0.51
Granodiorita,63.59,15.43,5.53,4.88,1.9,3.52,1.92,0.11,0.74
Granodiorita,72.58,13.78,2.01,2.28,0.55,3.18,4.06,0.04,0.27
Granodiorita,68.55,14.72,3.73,3.42,0.9,3.84,2.42,0.09,0.43
Granodiorita,72.03,14.04,2.11,2.48,0.58,3.27,3.82,0.05,0.29
Granodiorita,69.11,14.69,3.42,3.32,0.86,3.8,2.6,0.08,0.41
Granodiorita,63.02,16.39,5.65,5.13,1.97,3.73,2.25,0.12,0.73
Granodiorita,63.9,16.3,4.57,4.46,1.87,4.34,1.64,0.13,0.54
Granodiorita,68.52,15.43,3.27,1.98,1.67,3.64,2.39,0.07,0.36
Granodiorita,65.21,15.99,3.99,3.1,1.76,4.04,3.99,0.02,0.62
Granodiorita,75.09,11.31,0.67,0.53,0.1,0.88,6.88,0.01,0.12
Granodiorita,60.1,17.8,5.73,7.06,2.64,3.07,1.31,0.164,0.496
Granodiorita,60.9,17.6,4.79,6.36,2.71,3.13,1.45,0.143,0.474
Granodiorita,66.6,16.0,4.03,4.34,2.0,3.59,1.71,0.072,0.453
Granodiorita,63.9,16.6,4.45,5.16,2.36,3.72,1.97,0.104,0.483
Granodiorita,60.8,16.2,5.79,5.97,2.94,3.06,2.81,0.117,0.565
Granodiorita,66.3,15.7,3.56,4.52,1.66,3.24,2.72,0.057,0.38
Granodiorita,64.95,15.24,4.65,3.29,1.95,3.23,4.18,0.12,0.72
Granodiorita,66.9,14.9,3.84,3.27,1.57,2.98,4.46,0.076,0.496
Granodiorita,66.4,16.58,3.6,5.23,1.19,3.56,1.9,0.151,0.368
Granodiorita,61.2,16.2,5.89,4.56,3.88,4.81,1.41,0.097,0.618
Granodiorita,61.8,16.2,4.94,0.89,5.43,7.48,1.71,0.057,0.575
Granodiorita,59.8,16.3,5.45,0.46,6.9,6.11,3.27,0.048,0.563
Granodiorita,49.4,20.4,6.71,2.97,8.05,4.42,4.51,0.114,0.696
Granodiorita,66.1,15.8,4.68,2.78,2.01,4.83,2.12,0.08,0.656
Granodiorita,60.9,16.6,5.98,5.34,3.84,4.13,1.38,0.106,0.688
Granodiorita,74.6,13.6,1.99,1.57,0.75,4.75,2.0,0.041,0.224
Granodiorita,77.1,13.6,1.55,0.75,0.43,2.96,3.0,0.014,0.204
Granodiorita,35.3,17.9,13.8,1.22,15.7,0.08,8.13,0.143,0.752
Granodiorita,44.4,6.83,13.6,9.75,16.0,0.06,0.113,0.226,1.84
Granodiorita,64.14,16.11,4.94,5.46,2.08,2.99,2.08,0.12,0.58
Granodiorita,64.42,15.93,4.44,4.82,1.95,3.09,2.21,0.1,0.63
Granodiorita,67.86,15.8,3.14,2.75,1.1,3.9,4.26,0.07,0.47
Granodiorita,67.52,15.36,3.76,3.74,1.36,3.25,2.92,0.06,0.51
Granodiorita,68.43,13.66,2.59,2.22,0.65,1.63,7.07,0.21,0.29
Granodiorita,59.15,14.75,6.16,3.89,3.9,2.4,3.3,0.02,0.57
Granodiorita,62.25,15.85,5.24,5.59,2.86,3.28,2.79,0.09,0.57
Granodiorita,65.44,16.76,3.22,3.11,0.59,3.37,5.36,0.07,0.49
Granodiorita,61.74,15.66,5.27,3.73,2.58,2.9,4.86,0.09,0.91
Granodiorita,68.91,16.19,2.2,2.04,0.87,3.05,4.52,0.05,0.47
Granodiorita,56.54,15.76,6.82,6.24,4.9,4.08,2.16,0.1,0.79
Granodiorita,67.43,14.78,3.1,2.95,1.47,4.16,3.54,0.05,0.45
Granodiorita,69.81,14.71,2.24,2.31,0.93,4.62,3.04,0.03,0.34
Granodiorita,64.96,15.86,4.19,4.59,1.87,4.33,1.5,0.07,0.38
Granodiorita,61.65,13.88,4.72,4.33,5.04,3.79,2.87,0.06,0.56
Granodiorita,70.43,14.06,3.19,3.27,1.18,4.0,1.37,0.05,0.39
Granodiorita,68.17,15.42,2.27,3.84,1.2,4.83,0.58,0.03,0.27
Granodiorita,61.69,15.55,4.71,3.44,3.5,4.64,3.59,0.06,0.58
Granodiorita,60.71,16.27,5.16,4.45,2.36,4.31,3.86,0.06,0.79
